id,text,sentiment,aspect
615,cô giảng dạy hay truyền đạt được kiến thức đến sinh viên .,positive,ky_nang_giang_day
616,"hầu như trong cả năm học , giảng viên chỉ đi dạy đúng thời khoá biểu chỉ từ 2 đến 3 ngày , còn lại giảng viên lại tự ý dời lịch học sang ngày thứ 7 mà không hỏi ý kiến của sinh viên , vì vào ngày thứ 7 có rất nhiều sinh viên có lịch học môn khác .",negative,hanh_vi
617,"giáo viên hướng dẫn tận tình , cung cấp đầy đủ kiến thức căn bản bộ môn .",positive,cung_cap_tai_lieu
618,"cô rất dễ thương , hiền nữa , cô khá nhiệt huyết .",positive,hanh_vi
619,"phải học quá nhiều phần không cần thiết , nên giảm bớt vài nội dung , ví dụ doubledot vector ngẫu nhiên 2 chiều , phân phối poison .",negative,chuong_trinh_hoc
620,thầy giảng tương đối dễ hiểu .,positive,ky_nang_giang_day
621,"dạy kỹ , sát với đề thi .",positive,ky_nang_giang_day
622,"giọng thầy nói khó nghe , giảng buồn ngủ .",negative,hanh_vi
623,dụng cụ học tập đầy đủ .,positive,thiet_bi_day_hoc
624,"thầy dạy rất nhiệt tình , hay và dễ hiểu .",positive,hanh_vi
625,dạy dài khó hiểu .,negative,ky_nang_giang_day
626,thông báo nghỉ hơi chậm .,negative,noi_chung
627,giáo viên dạy rất tốt !,positive,ky_nang_giang_day
628,giảng dạy vào trọng tâm và rất dễ hiểu .,positive,ky_nang_giang_day
629,thầy giảng dạy rất có nguyên tắc .,positive,ky_nang_giang_day
630,không có hoạt động giảng dạy nào không hài lòng .,positive,ky_nang_giang_day
631,thầy dạy rất nhiệt huyết và tận tình .,positive,hanh_vi
632,"thầy giảng rất kỹ , phương pháp học rất thú vị .",positive,ky_nang_giang_day
633,thầy tương tác nhiều với sinh viên .,positive,hanh_vi
634,nên có giáo trình thống nhất cho tất cả các lớp và học kỳ học .,negative,cung_cap_tai_lieu
635,"giảng viên nhiệt tình , giảng dạy tốt , dễ hiểu .",positive,hanh_vi
636,buổi thực hành giáo viên không đi buổi nào .,negative,hanh_vi
637,nhiều khi đi muộn .,negative,hanh_vi
638,"cô dạy nhiệt tình , dễ hiểu , nhiều ví dụ thức tế .",positive,ky_nang_giang_day
639,"thầy rất tận tâm , cũng như nhiệt tình truyền đạt kiến thức cho sinh viên !",positive,hanh_vi
640,thầy không up slide bài giảng lên website môn học .,negative,cung_cap_tai_lieu
641,"thời lượng học lý thuyết của môn học ngắn , dễ bị ảnh hưởng khi giảng viên đến trễ hay tham gia các buổi họp .",negative,hanh_vi
642,"lượng kiến thức thì nhiều mà thời gian dạy thì ít , mong phòng đào tạo có thể xem xét và chia ra dạy mỗi môn 1 - 3 ngôn ngữ , ví dụ như html , css làm 1 môn học , js và jquery làm 1 môn , php làm 1 môn .",neutral,de_xuat
643,"giảng viên hay nói chậm và còn giải thích lại bằng tiếng việt , điều này không thực sự cần thiết .",negative,ky_nang_giang_day
644,thầy hay bận .,negative,hanh_vi
645,"giảng viên tận tâm , nhiệt tình , vui vẻ , hòa đồng , luôn giải đáp mọi thắc mắc của sinh viên .",positive,hanh_vi
646,tăng tính thực tế trong các đồ án hơn một chút là tuyệt vời .,positive,kinh_nghiem
647,"cần phân bố lại chương trình dạy tốt hơn , tạo ra nhiều hoạt động ngoại khóa kích thích đam mê và hướng thú hơn với môn học .",positive,de_xuat
648,"sau khi làm xong các project của thầy thì thấy level mình tăng lên hẳn , rất quý thầy và gặp lại ở các môn sau .",positive,kien_thuc
649,"nếu được chọn , cô luôn là lựa chọn hàng đầu cho các môn kinh tế .",positive,noi_chung
650,còn ít đưa ví dụ và code trực tiếp để có thể hiểu tại lớp .,negative,ky_nang_giang_day
651,giáo viên nên cho nhiều ví dụ nhỏ trên lớp hơn để chúng em dễ tiếp thu .,negative,ky_nang_giang_day
652,cần có giáo trình hay hơn .,negative,cung_cap_tai_lieu
653,thầy dạy được .,positive,ky_nang_giang_day
654,hoàn hảo !,positive,noi_chung
655,"cách dạy về môn học chưa được hợp lý , nên dạy cơ bản trước khi dạy nâng cao .",positive,de_xuat
656,"giảng dạy đầy tâm huyết , chuyên nghiệp trong giờ học .",positive,hanh_vi
657,"giảng viên vui vẻ hòa đồng , tận tâm với sinh viên , truyền đạt kiến thức tốt .",positive,hanh_vi
658,"giảng viên nhiệt tình , tận tâm nên em không có ý kiến .",positive,hanh_vi
120,giảng viên dạy rất chi tiết và nhiệt tình dành nhiều thời gian giải thích thắc mắc cho sinh viên .,positive,ky_nang_giang_day
659,"giảng viên rất nhiệt tình , các kiến thức đều được đưa ra hợp lý dễ hiểu và nắm bắt .",positive,ky_nang_giang_day
660,sự cố này kéo dài hơn một tháng mới chấm dứt .,negative,noi_chung
661,"giảng viên dạy chậm , dễ tiếp thu .",positive,ky_nang_giang_day
662,vì theo em thầy mọi người đi học rất đầy đủ .,neutral,noi_chung
663,giọng thầy giảng bài nghe rất là buốn ngủ .,negative,ky_nang_giang_day
664,"anh này dạy dễ hiểu , vui tính , nhiệt tình , dễ thương .",positive,hanh_vi
665,cần có đề cương môn học rõ ràng .,negative,cung_cap_tai_lieu
666,giúp học sinh hiểu bài tốt .,positive,ky_nang_giang_day
667,"giảng viên nhiệt tình , tốt với sinh viên .",positive,hanh_vi
668,thầy hướng dẫn thực hành rất không tốt .,negative,hanh_vi
669,thầy nên giảnh nhiều hơn và bài tập ít lại nhưng chất lượng hơn .,negative,ky_nang_giang_day
670,"rất ok , rất thích cách dạy của thầy .",positive,ky_nang_giang_day
671,không khí lớp học thì không được sôi nổi .,negative,hanh_vi
672,"dạy kiến thức sâu , rộng .",positive,kien_thuc
673,"yêu cầu của giảng viên quá cao trong khi cái mà sinh viên học được lại quá ít hầu như không có gì ngoài việc dịch các cuốn sách mà không hiểu đúng sai , trong khi dù đúng hay sai cũng không không được giảng viên chỉ ra .",negative,cung_cap_tai_lieu
674,thầy luôn quan tâm giúp đỡ sinh viên .,positive,hanh_vi
675,"có những ví dụ sinh động , dễ hiểu .",positive,ky_nang_giang_day
676,tạo không gian học tập vui vẻ !,positive,thiet_bi_day_hoc
677,nhiều tâm huyết với nghề .,positive,hanh_vi
678,"cô rất nhiệt tình với sinh viên , vui vẻ , dễ chịu .",positive,hanh_vi
679,"giảng dễ hiểu , tận tâm , nhiệt tình , hài hước .",positive,ky_nang_giang_day
680,giảng lý thuyết hơi nhanh .,negative,ky_nang_giang_day
681,"cô vui tính , nhiệt tình trong giảng dạy .",positive,ky_nang_giang_day
682,phòng thực hành tốt .,positive,thiet_bi_day_hoc
679,"giảng dễ hiểu , tận tâm , nhiệt tình , hài hước .",positive,hanh_vi
683,"tận tâm , truyền đạt tốt .",positive,ky_nang_giang_day
684,slide bài giảng tiếng anh giúp tụi em nâng cao khả năng học tiếng anh .,positive,cung_cap_tai_lieu
685,giảng viên hướng dẫn rất nhiệt tình và chi tiết .,positive,ky_nang_giang_day
686,giảng viên không tạo được hứng thú học tập cho sinh viên .,negative,ky_nang_giang_day
687,"cô dễ thương , vui tính , nhiệt tình , nhiều nhiều nữa .",positive,hanh_vi
688,giảng viên chỉ lên lớp còn lại không hướng dẫn nội dung thực hành cho sinh viên .,negative,ky_nang_giang_day
689,"thầy dạy tận tâm , dễ hiểu .",positive,ky_nang_giang_day
690,"thầy rất tận tình , có tâm , quan tâm đến việc học của sinh viên .",positive,hanh_vi
691,em nghĩ là làm bài tập nhiều tốt hơn là học lý thuyết nhiều .,positive,bai_tap
692,"đúng giờ , nhiều tài liệu tham khảo .",positive,hanh_vi
693,"giảng viên dạy quá giờ , ảnh hưởng đến giờ giấc của sinh viên .",negative,hanh_vi
694,chép hơi nhiều .,negative,noi_chung
695,đủ những gì cần học không dài dòng .,positive,cung_cap_tai_lieu
696,"thầy wzjwz239 nói chuyện cọc lốc , không hiểu vấn đề gì hỏi thầy thì thầy lại như quát vào mặt , tạt nước lạnh , … nói chuyện xưng hô mày - tao ( có lúc thì xưng tớ - cậu nhưng lời nói đầy ẩn ý ) , hay nói móc và tìm cách bắt bẻ sinh viên .",negative,hanh_vi
697,"giảng viên truyền đạt rất dễ hiểu , thân thiện , vui vẻ và rất tận tình với sinh viên .",positive,hanh_vi
698,điều đó dẫn đến nhiều sinh viên cũng sẽ phát âm như vậy .,negative,ky_nang_giang_day
699,"giải thích rõ vấn đề , hướng dẫn rõ .",positive,ky_nang_giang_day
700,mong trường xem lại phương pháp dạy của thầy .,negative,ky_nang_giang_day
646,tăng tính thực tế trong các đồ án hơn một chút là tuyệt vời .,positive,bai_tap
701,"nên có những giáo trình hướng dẫn giải bài tập nhiều hơn vì trong trường dường như chỉ có 1 , 2 loại giáo trình bao gồm cả lý thuyết và bài tập chứ không có giáo trình hướng dẫn giải bài tập .",negative,cung_cap_tai_lieu
702,thầy giảng bài dễ hiểu và hướng dẫn sinh viên rất nhiệt tình .,positive,hanh_vi
703,giảng viên hài hước nhiệt tình .,positive,hanh_vi
704,"giảng viên thoải mái , giảng dạy tận tâm .",positive,hanh_vi
705,em rất hài lòng về phương pháp giảng dạy của thầy .,positive,ky_nang_giang_day
706,"thầy wzjwz61 thường xuyên đi trễ cho tan học sớm , sử dụng giờ lên lớp không hiệu quả .",negative,ky_nang_giang_day
707,"chờ học sinh gửi email mới show được slide to lên , giảng cho qua loa không hỏi học sinh có hiểu gì hay không ?",negative,cung_cap_tai_lieu
708,"cô wzjwz131 dạy hầu hết kiến thức cho sinh viên dù là chỉ là lớp thực hành , nên để cô tiếp tục giảng dạy trong các học kỳ tới .",positive,ky_nang_giang_day
709,truyền đạt hay giúp học sinh dễ hiểu !,positive,ky_nang_giang_day
710,"tốt , có sự ủng hộ , giúp đỡ cao .",positive,hanh_vi
711,tương tác tốt với tất cả sinh viên trong giờ học .,positive,hanh_vi
712,"cô giáo tận tâm , nhiệt tình .",positive,hanh_vi
713,thầy nói rất rõ .,positive,ky_nang_giang_day
714,tận tình .,positive,hanh_vi
715,"có một sô bài tập lớn hay , giúp bọn em rất nhiều .",positive,bai_tap
716,"thầy dạy rất tận tình , chu đáo , cách dạy phù hợp với môn học , không yêu cầu sinh viên phải ràng buộc kiến thức , phải tự tìm tòi học hỏi .",positive,ky_nang_giang_day
717,thầy có cập nhật slide bổ sung đầy đủ và hướng dẫn sinh viên học tập bằng cách đọc ebook nhiều hơn .,positive,ky_nang_giang_day
718,"thầy rất vui tính , truyền tải thông tin tuyệt vời .",positive,ky_nang_giang_day
719,lớp này không phải wzjwz124 hướng dẫn thực hành .,negative,noi_chung
720,"giáo viên dạy nhiệt tình , dễ hiểu .",positive,hanh_vi
721,"em được biết đây là kỳ dạy cuối cùng của thầy nên em chúc thầy sức khỏe dồi dào , gia đình hạnh phúc .",positive,noi_chung
722,"cô lắng nghe ý kiến của sinh viên , hướng dẫn nhẹ nhàng , tận tình !",positive,hanh_vi
723,"nhưng đa số các bạn trong lớp thì không hiểu , cô cần có phương pháp dạy tốt hơn .",negative,ky_nang_giang_day
724,không hài lòng là ở việc người dạy lý thuyết với người thực hành khác nhau .,negative,ky_nang_giang_day
725,"giảng viên dạy tận tình , truyền đạt tốt .",positive,ky_nang_giang_day
726,"giảng viên khiến sinh viên có khoảng cách , khó gần gũi .",negative,hanh_vi
727,nếu nghỉ nên thông báo với lớp sớm hơn .,neutral,hanh_vi
728,"thầy giảng hay , đưa ra đề bài sát với thực tế , giúp sinh viên thích thú hơn trong việc học .",positive,ky_nang_giang_day
729,"cô truyền dạy kiến thức dễ hiểu , tận tình , thân thiện với học sinh và giúp đỡ học sinh tận tình !",positive,hanh_vi
730,nếu có thể đọc được báo cáo đồ án hay tốt nghiệp của các anh chị khóa trước thì có thể dễ dàng hình dung được yêu cầu của cô .,positive,de_xuat
731,"mặc dù là một môn lý thuyết nhưng thầy giảng bài rất sáng tạo và đổi mới , làm cho sinh viên có hứng thú với môn học .",positive,ky_nang_giang_day
732,thầy wzjwz249 dạy hay và rất dễ hiểu .,positive,ky_nang_giang_day
733,"cô dạy có tâm , post tài liệu và bài tập lên moodle rất đầy đủ .",positive,hanh_vi
734,"giáo viên nhiệt tình , tận tâm .",positive,hanh_vi
735,thầy nên đổi mới cách dạy để bài học trở nên sinh động hơn .,negative,ky_nang_giang_day
736,cách truyền đạt của giảng viên chưa tốt .,negative,ky_nang_giang_day
737,giảng viên giảng hay .,positive,ky_nang_giang_day
738,phương pháp dạy dễ hiểu .,positive,ky_nang_giang_day
739,"giảng viên giảng dạy nhiệt tình , giải đáp được thắc mắc của sinh viên .",positive,hanh_vi
740,"không khí học tập sôi nổi , dễ tiếp thu kiến thức .",positive,noi_chung
741,cần cân bằng giữa lý thuyết và thực hành .,positive,de_xuat
92,thầy nhiệt tình giảng dễ hiểu không nhàm chán .,positive,ky_nang_giang_day
742,"thầy dạy tốt , lập nhóm cho thuyết trình , tạo được không khí học tập tốt , không nhàm chán .",positive,hanh_vi
743,đôi khi quá nghiêm túc .,negative,hanh_vi
744,cô rất tận tâm ạ !,positive,hanh_vi
745,"thầy thường chia sẻ rất nhiều bài viết , nghiên cứu khoa học , và các sản phẩm ứng dụng mà thầy thực hiện .",positive,kinh_nghiem
746,cô tận tình hướng dẫn chỉ bảo .,positive,hanh_vi
747,"thầy dạy giỏi , quan tâm tới học sinh , vui tính , mong là ngày nào đó thầy sẽ dạy lại lớp em .",positive,hanh_vi
40,"giảng viên nhiệt tình hướng dẫn học , giải các bài tập khó .",positive,hanh_vi
748,cô nói hơi nhỏ nên hơi buồn ngủ .,negative,ky_nang_giang_day
749,"tận tình với sinh viên , dễ hiểu bài .",positive,ky_nang_giang_day
750,không nêu thông tin rõ ràng thời gian báo cáo .,negative,noi_chung
751,em không hài với phương pháp dạy của thầy .,negative,ky_nang_giang_day
752,"thực hành mạng cần cung cấp tài liệu thực hành trước , những câu hỏi trong thực hành cần cho sinh viên biết để tìm hiểu nghiên cứu trước chứ đến khi thực hành mới cho biết để nghiên cứu thật sự không hiểu quả .",negative,cung_cap_tai_lieu
753,"thầy không chỉ dạy cho sinh viên về mặt kiến thức , kèm vào đó thầy còn dạy cho sinh viên về đạo đức , tính nhân bản , những kinh nghiệm của thầy khi đi làm .",positive,kien_thuc
754,"giảng viên nhiệt tình , giải thích kỹ càng .",positive,ky_nang_giang_day
755,thầy rất tận tâm nhưng không có kỹ năng sư phạm .,negative,ky_nang_giang_day
756,"thầy rất nhiệt tình , tậm tâm , có mở rộng rất nhiều kiến thức thực tế , thực tiễn bên ngoài xã hôi , hướng dẫn và chỉ cho sinh viên các phương pháp học cụ thể tốt nhất .",positive,hanh_vi
757,nhiệt tình và vui vẻ .,positive,hanh_vi
758,nên tự tin hơn trong việc giảng dạy .,negative,ky_nang_giang_day
759,chất lượng tốt không cần cải tiến .,positive,noi_chung
760,"cô rất nhiệt tình , hướng dẫn những chỗ khó hiểu và cho bài tập phù hợp với kiến thức đã học .",positive,bai_tap
544,"thầy ra nhiều bài tập , sửa chữa lỗi , dạy dễ hiểu .",positive,ky_nang_giang_day
761,tạo nhiều hứng thú trong học tập .,positive,ky_nang_giang_day
762,"thầy không cung cấp đủ tài liệu trên website môn học , toàn bộ tài liệu sinh viên phải đi nhờ mấy bạn lớp khác để có tài liệu mà học .",negative,cung_cap_tai_lieu
763,đào tạo thêm về cơ chế giảng dạy .,neutral,de_xuat
764,"giáo viên ưa nhìn , đảm bảo số buổi lên lớp .",positive,chuong_trinh_hoc
765,"giảng viên rất vui vẻ , thân thiện , nhiệt tình trong giảng dạy , chấm điểm hợp lý .",positive,hanh_vi
766,giáo viên giảng bài làm cho sinh viên hứng thú và dễ tiếp thu .,positive,ky_nang_giang_day
767,do đó làm hiệu quả học chưa đạt mức tốt nhất .,negative,noi_chung
768,"tích cực , nhiệt huyết .",positive,noi_chung
769,"cô dạy nhiệt tình , dễ hiểu , dễ thương !",positive,ky_nang_giang_day
770,truyền đạt bài giảng rất tốt .,positive,ky_nang_giang_day
771,"cô rất tận tâm , nhiệt tình .",positive,hanh_vi
772,cảm giác như là cấp 2 học nhạc và vẽ vậy .,neutral,noi_chung
773,"thầy dạy nhiệt tình , bài giảng hay , dễ gần !",positive,hanh_vi
774,cần thay đổi phương pháp giúp truyền đạt giúp học sinh dễ hiểu hơn vì đây là môn khá nặng về lý thuyết .,negative,ky_nang_giang_day
775,giáo viên cho giảng dạy tận tình .,positive,hanh_vi
776,"cần phải nâng cấp , cài đặt mới các phần mềm phù hợp hơn ví dụ doubledot máy ảo ubuntu .",positive,de_xuat
777,cô dạy truyền cảm .,positive,ky_nang_giang_day
778,đôi khi hơi dài dòng .,negative,ky_nang_giang_day
779,"gần gũi , tận tình .",positive,hanh_vi
780,em thích học môn này với cô wzjwz157 .,positive,noi_chung
781,"giảng viên tận tâm , nhiệt tình , dễ thương .",positive,hanh_vi
782,cung cấp cho sinh viên những kiến thức tổng quát về môn học .,positive,kien_thuc
783,"phương pháp giảng dạy hay , có nhiều thông tin thực tiễn .",positive,kinh_nghiem
784,cần thực hành nhiều lên .,negative,kinh_nghiem
785,"nghỉ rất nhiều , đa phần những buổi nghỉ là do sinh viên chờ 30 phút không thấy thầy lên mà giải tán .",negative,hanh_vi
786,"dạy đầy đủ chương trình , tích cực kiểm tra học sinh .",positive,hanh_vi
787,giáo viên nên theo dõi sinh viên sát sao hơn .,negative,hanh_vi
788,"giảng viên giảng dạy dễ hiểu , nhiệt tình .",positive,ky_nang_giang_day
789,theo dõi kỹ càng việc thực hành của sinh viên .,positive,hanh_vi
790,"thầy không có kiến thức sư phạm , không thẻ truyền đạt một cách dễ hiểu , slide của thầy ( hoặc không phải của thầy ) dạy bao nhiêu năm rồi mà chưa dịch hoàn chỉnh hay dịch như translate của google .",negative,cung_cap_tai_lieu
791,"giảng kỹ , nhiệt tình .",positive,hanh_vi
792,nên nhiều khi em thấy không thể hiểu .,negative,ky_nang_giang_day
793,vui nhộn trong giờ học .,positive,hanh_vi
794,"giảng viên vui tính , thân thiện .",positive,hanh_vi
795,"nên phân công giảng viên ít công việc ngoài , phân bố thời gian nghỉ lễ hợp lý .",neutral,de_xuat
796,"em nghĩ thầy nên nhiều bài tập hơn và gửi bài giảng qua courses , lập nhóm làm bài để chấm điểm như các lớp khác .",negative,bai_tap
797,"em không học thầy này mà sao lại có khảo sát , em không rõ cho lắm .",negative,noi_chung
798,"giảng viên giảng dạy dễ hiểu , nhanh tiếp thu bài , đưa ra các ví dụ và bài tập hay .",positive,ky_nang_giang_day
799,giảng viên dạy có nhiều tiết học khá thú vị và thực tế .,positive,kinh_nghiem
800,thầy nhiệt tình lắm .,positive,hanh_vi
801,"giảng viên dạy dễ hiểu , gây thiện cảm .",positive,hanh_vi
802,học patin vui .,positive,noi_chung
803,"giảng viên giảng dễ tiếp thu , slide trình bày dễ hiểu , giảng viên nhiệt tình , hài hước .",positive,ky_nang_giang_day
804,giao tiếp tốt với sinh viên .,positive,hanh_vi
805,em thấy cô giảng dạy đã đạt yêu cầu .,positive,ky_nang_giang_day
806,giảng viên luôn đến lớp trễ từ nửa tiếng trở lên .,negative,hanh_vi
807,với lại môn học này dạy quá chán .,negative,ky_nang_giang_day
808,kiến thức truyền đạt tốt .,positive,kien_thuc
809,"sinh viên không hiểu hỏi cô , cô đều giải quyết thắc mắc .",positive,hanh_vi
810,"cô rất nhiệt tình , dễ thương , dạy dễ hiểu .",positive,hanh_vi
811,"giáo trình anh văn dường như không giúp ích cho công nghệ thông tin cũng như những khả năng giao tiếp của sinh viên , sinh viên trung bình khó có thể đạt 5 điểm ở các chương trình anh văn .",negative,cung_cap_tai_lieu
812,"kỳ này dạy bằng slide tiếng anh nên đa phần sinh viên không nắm bắt kịp , gần như toàn bộ các bạn đều không hiểu bài .",negative,ky_nang_giang_day
813,khả năng truyền tải kiến thức .,neutral,ky_nang_giang_day
814,hay giúp đỡ sinh viên .,positive,hanh_vi
815,hi hi đồ ngốc .,negative,noi_chung
42,"thầy tận tâm , nhiệt tình , truyền đạt kiến thức rất hiệu quả .",positive,hanh_vi
816,"thầy dạy dễ hiểu thu hút , nhiệt tình bài tập dễ hiểu .",positive,bai_tap
817,"giảng dạy kỹ , trình bày logic .",positive,ky_nang_giang_day
818,"chỉ thiếu một lệnh xuống dòng mà mất hết điểm , trong khi phần code chính  làm đầy đủ .",negative,cham_diem
819,"giảng viên rất nhiệt tình thậm chí dạy lố giờ , dư buổi nhưng vẫn không đảm bảo đủ số bài của chương trình học , không giảng giải bài học một cách rõ ràng , khi dạy chỉ mở slide và đọc tất cả những gì trên slide bài giảng nhưng không giảng thêm gì nhiều hoặc nếu có giảng thêm thì cũng khá khó hiểu , khi sinh viên hỏi lại thì thường chỉ nói lại những gì đã nói lần trước mà không giảng thêm để sinh viên có thể hiểu được bài , slide bài giảng được chuẩn bị sơ sài và có nhiều sai sót , giảng viên thường xuyên ra ngoài nghe điện thoại , ăn , hút thuốc trong giờ dạy , thường xuyên dạy các kiến thức nâng cao trong khi sinh viên chưa hiểu hết kiến thức cơ bản , thường hay nói chuyện nặng lời với sinh viên trong lớp .",negative,chuong_trinh_hoc
820,cô dạy rất tốt .,positive,ky_nang_giang_day
821,"tóm lại , em hoàn toàn không hài lòng về chất lượng giảng dạy của thầy .",negative,ky_nang_giang_day
822,"thời gian hoàn thành đồ án quá gấp rút , khi chưa học được gì cũng phải hoàn thành tất cả các nội dung trong đồ án để nộp đúng hạn , mà nội dung toàn những phần chưa học , chưa hiểu .",negative,bai_tap
124,thầy vui tính dạy dễ hiểu và cung cấp nhiều thông tin hữu ích cho sinh viên .,positive,hanh_vi
823,"cô phát âm chưa tốt , dạy còn chút khô khan , chưa tạo được sự hứng thú học tập cho sinh viên .",negative,ky_nang_giang_day
824,cô dạy tận tâm và vui tính .,positive,hanh_vi
825,thầy dạy nhanh và khó hiểu .,negative,ky_nang_giang_day
826,đó là điều mà em mong muốn mỗi khi đến lớp .,positive,noi_chung
827,"có kinh nghiệm , khá nhiệt tình .",positive,hanh_vi
828,mong thầy dạy các lớp sau này dạy đúng khung giờ thầy đặt ra .,negative,hanh_vi
829,"giảng viên nhiệt tình , tận tâm với công việc , slide dễ hiểu , hoạt động học tập sôi nổi .",positive,cung_cap_tai_lieu
830,"thầy không chịu dạy thực hành , nên cũng rất chán khi học thực hành , nói chung là không ai đi học thực hành là do thầy không dạy tốt , thực ra thì chưa dạy gì cả .",negative,hanh_vi
831,"cô dạy khó hiểu , phải về nhà học thêm nhiều mới hiểu những gì cần thiết cho môn học .",negative,ky_nang_giang_day
832,thầy chỉ dạy nhiệt tình những chỗ sinh viên chưa nắm rõ .,positive,ky_nang_giang_day
833,lịch học bù không phù hợp với sinh viên .,negative,chuong_trinh_hoc
834,"giảng viên vui tính , hòa đồng .",positive,hanh_vi
835,"nguyên tắc , giờ học vui .",positive,noi_chung
836,cô có thể giảng phần lý thuyết kỹ hơn được không ạ .,negative,ky_nang_giang_day
837,lên lớp không dạy luôn .,negative,ky_nang_giang_day
838,thầy dạy rất nhiệt tình và tận tâm .,positive,hanh_vi
839,"cô dạy kỹ , vui tính , quan tâm sinh viên .",positive,hanh_vi
840,cải thiện chất lượng máy chiếu .,neutral,de_xuat
841,"chia nhóm , ra những đồ án , bài tập nhóm để nâng cao kiến thức cũng như khả năng làm việc tập thể .",positive,bai_tap
842,"giảng dạy dễ hiểu , ngắn gọn , không cầu kỳ .",positive,ky_nang_giang_day
843,"cập nhật kiến thức , chương trình đào tạo thực tế ví dụ doubledot việt nam đang bắt đầu chuyển sang giai đoạn ipv6 thì chương trình cũng phải cập nhật theo .",negative,chuong_trinh_hoc
844,"khả năng truyền thụ tốt , tạo cảm hứng học tập .",positive,ky_nang_giang_day
845,"thầy thân thiện , nhiệt tình .",positive,hanh_vi
846,"giảng sinh động hơn , giao tiếp với sinh viên bằng tiếng anh thay vì đa phần là tiếng việt .",positive,hanh_vi
847,"thầy giáo nhiệt tình , đưa ra nhiều trường hợp cho thuật toán .",positive,ky_nang_giang_day
848,thầy dạy kiến thức khá đầy đủ và thường cho bài tập nâng cao bổ sung thêm những kiến thức mới cho học sinh .,positive,bai_tap
849,"thầy dạy rất nhiệt tình , không bao giờ về trc giờ ( thêm giờ nữa chứ ) cái diễn đàn của thầy rất hiệu quả , nói chung thầy tốt .",positive,ky_nang_giang_day
850,"giảng viên dạy hay , dễ hiểu .",positive,ky_nang_giang_day
851,thầy dạy hay và quá dễ hiểu .,positive,ky_nang_giang_day
852,"thầy cho ghi bài nhiều quá , cơ mà cũng rất tốt colonsmilesmile .",positive,ky_nang_giang_day
853,điều này tạo cho sinh viên sự chủ động trong học tập .,positive,noi_chung
854,cô giảng dễ hiểu và rất nhiệt tình .,positive,ky_nang_giang_day
855,hay lên lớp muộn .,negative,hanh_vi
856,"giảng viên có khả năng truyền đạt tốt , nhiệt tình , tận tâm .",positive,ky_nang_giang_day
857,"giảng viên cần phải nói rõ hơn , giới thiệu , phân tích , cho ví dụ minh họa .",negative,ky_nang_giang_day
858,sắp xếp thời gian học phù hợp hơn cho cả sinh viên và giảng viên .,positive,de_xuat
859,cô không chỉ giúp các em hiểu được bài giảng trong đề cương mà còn cô còn giúp các em biết thêm các kiến thức bên ngoài thông qua các câu hỏi fraction thông tin cô đặt ra .,positive,kien_thuc
860,"cập nhật điểm thi giữa kỳ chậm , nên sinh viên không biết mức độ phấn đấu như thế nào !",negative,cham_diem
861,cô than hoài à .,negative,hanh_vi
862,"giáo viên hướng dẫn phần giao tiếp gượng ép thiếu tự nhiên , hay đánh vào đầu học sinh .",negative,ky_nang_giang_day
863,mong cô có thể giảng dạy nội dung dễ hiểu hơn .,negative,ky_nang_giang_day
864,"thầy biết rõ sự chênh lệch về trình độ giữa khóa 9 và khóa 10 trong lớp nên đưa ra cách đánh giá hợp lý , thầy nói rõ điểm mạnh và điểm yếu của nhóm sau mỗi lần báo cáo .",positive,ky_nang_giang_day
186,"giảng viên yêu cầu quá nhiều về việc hoàn thiện đồ án môn học , việc chấm chéo đồ án giữa các nhóm không hợp lý và không cần thiết .",negative,hanh_vi
865,"giảng viên nhiệt tình , truyền đạt dễ hiểu , điểm số công bằng .",positive,cham_diem
866,"giảng dạy tận tình , vui vẻ .",positive,ky_nang_giang_day
867,theo em thì không thể trách thầy wzjwz120 mà lỗi là do daa đưa lịch học thực hành quá chậm trễ .,negative,chuong_trinh_hoc
868,"giảng viên nhiệt tình , hỗ trợ sinh viên tốt .",positive,hanh_vi
869,dễ thương coloncontemn .,positive,noi_chung
870,"đảm bảo kiến thức và thời gian dạy , tận tâm chỉ dạy cho sinh viên !",positive,kien_thuc
871,"dễ tiếp thu , thân thiện , nhiệt tình .",positive,hanh_vi
872,"rất dễ hiểu , bài tập phong phú , đa dạng .",positive,ky_nang_giang_day
873,"bài giảng dễ hiểu , có kèm theo ví dụ cụ thể , thân thiện với sinh viên , giải đáp ngay khi sinh viên có câu hỏi .",positive,hanh_vi
874,"giảng viên giảng dạy nhiệt tình , chi tiết , slide bài giảng đầy đủ .",positive,cung_cap_tai_lieu
875,lấy điểm bằng cách gọi lên bảng làm bài .,neutral,cham_diem
876,"giảng viên dạy nhiệt tình , tận tâm , đảm bảo nội dung dạy .",positive,hanh_vi
877,"thân thiện , nhiệt tình .",positive,hanh_vi
878,giảng viên thường hay đi trễ nửa tiếng .,negative,hanh_vi
879,đi học trễ .,negative,noi_chung
880,có phần thầy nói hơi nhanh .,negative,ky_nang_giang_day
881,tạo không khí vui vẻ khi giảng dạy .,positive,hanh_vi
882,cô dạy quá hay rồi .,positive,ky_nang_giang_day
883,chưa đào sâu vào các vấn đề mà chỉ nói đụng đến phần bề mặt và tốn nhiều thời gian vào các vấn đề đơn giản .,negative,kien_thuc
884,áp dụng nhiều kiến thức thực tế .,positive,kien_thuc
