Sentence,Aspect Term,polarity,augmented_sentences
BE CAREFUL before you request extra spice.,spice,neutral,Be cautious before you request extra spice.
BE CAREFUL before you request extra spice.,spice,neutral,Make sure you are careful before asking for more spice.
BE CAREFUL before you request extra spice.,spice,neutral,Take care before you request additional spice.
"The staff is excellent, specjal: that girl behind the bar, european chic.",bar,neutral,"The staff is excellent, especially the girl behind the bar, European chic."
"The staff is excellent, specjal: that girl behind the bar, european chic.",bar,neutral,"The staff is excellent, particularly the girl behind the bar, European chic."
"The staff is excellent, specjal: that girl behind the bar, european chic.",bar,neutral,"The staff is excellent, with the girl behind the bar being especially stylish, European chic."
They are served with a free appetizer and the portions are perfect for lunch.,served,neutral,"They are served a free appetizer, and the portions are ideal for lunch."
They are served with a free appetizer and the portions are perfect for lunch.,served,neutral,"They are served a complimentary appetizer, and the portions are just right for lunch."
They are served with a free appetizer and the portions are perfect for lunch.,served,neutral,"They are served with a free starter, and the portions are perfect for lunch."
"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",Sea Urchin,neutral,"Besides the Sea Urchin, the chef suggested a variety of fish such as Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, and others."
"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",Sea Urchin,neutral,"Apart from the Sea Urchin, the chef offered a selection of fish, including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc."
"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",Sea Urchin,neutral,"The chef, aside from the Sea Urchin, recommended a range of fish like Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, and so on."
"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.",cokes,neutral,"We ordered 1 appetizer, 2 entrees, and 2 cokes, and the bill came to about $55, excluding tip."
"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.",cokes,neutral,"The meal included 1 appetizer, 2 entrees and 2 cokes, with a total of roughly $55 before tip."
"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.",cokes,neutral,"Our order had 1 appetizer, 2 entrees and 2 cokes, and the check was around $55, not counting the tip."
"I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!",glass of beer,neutral,"I weigh 100 lb, drank a glass of wine and a glass of beer before dinner, yet I was still hungry after visiting this place."
"I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!",glass of beer,neutral,"At 100 lb, I had a glass of wine and a glass of beer before the meal, but I remained hungry after my trip to this location."
"I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!",glass of beer,neutral,"I am a 100 lb woman, consumed a glass of wine and a glass of beer before dinner, and I was still hungry upon leaving this place."
"Meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.",Meat dishes,neutral,"The menu now features Meat dishes, yet there remain plenty of vegetarian-friendly options."
"Meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.",Meat dishes,neutral,"Meat dishes are now part of the offerings, while there are still many vegetarian-friendly choices."
"Meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.",Meat dishes,neutral,"Meat dishes have been added to the selection, and there remains a wide range of vegetarian-friendly options."
"If the omakase is to showcase technique and variety, serving almost 40% of items BBQ-ed and a spicy tuna roll wrapped with not-so-fresh nori seems to be a rather limp performance.",serving,neutral,"If the omakase aims to display technique and variety, serving almost 40% of items BBQ-ed and a spicy tuna roll wrapped in not-so-fresh nori appears to be a rather limp performance."
"If the omakase is to showcase technique and variety, serving almost 40% of items BBQ-ed and a spicy tuna roll wrapped with not-so-fresh nori seems to be a rather limp performance.",serving,neutral,"Should the omakase be intended to highlight technique and variety, serving nearly 40% of items BBQ-ed along with a spicy tuna roll wrapped in not-so-fresh nori comes across as a rather limp performance."
"If the omakase is to showcase technique and variety, serving almost 40% of items BBQ-ed and a spicy tuna roll wrapped with not-so-fresh nori seems to be a rather limp performance.",serving,neutral,"When the omakase seeks to showcase technique and variety, serving almost 40% of items BBQ-ed and a spicy tuna roll wrapped with not-so-fresh nori seems like a rather limp performance."
Has the chef and owner changed???,chef,neutral,Has the chef changed?
Has the chef and owner changed???,chef,neutral,Did the chef change?
Has the chef and owner changed???,chef,neutral,Is the chef still the same?
"This wasn't the expected menu comprised only of pad thai and tom yum soup, but I thought that was what made the place so special.",tom yum soup,neutral,"The menu didn't consist only of pad thai and tom yum soup, but I thought that was what made the place so special."
"This wasn't the expected menu comprised only of pad thai and tom yum soup, but I thought that was what made the place so special.",tom yum soup,neutral,"It wasn't the expected menu of just pad thai and tom yum soup, yet I felt that was what made the place so special."
"This wasn't the expected menu comprised only of pad thai and tom yum soup, but I thought that was what made the place so special.",tom yum soup,neutral,"This wasn't the anticipated menu comprised solely of pad thai and tom yum soup, but I considered that what made the place so special."
I went there in late afternoon for some bite size food and refleshment with my date.,refleshment,neutral,I went there in the late afternoon to have some bite‑sized food and refleshment with my date.
I went there in late afternoon for some bite size food and refleshment with my date.,refleshment,neutral,I visited the spot in the late afternoon for bite‑sized food and refleshment alongside my date.
I went there in late afternoon for some bite size food and refleshment with my date.,refleshment,neutral,I spent the late afternoon there enjoying bite‑sized food and refleshment with my date.
"Having not been home in the last 2 years may skew this reviewer a bit, but the food was tasty and spicy sans the oil that comes floating along at similar venues.",oil,neutral,"Although I haven't been home for the past two years, the food was flavorful and spicy, lacking the oil that tends to float in similar places."
"Having not been home in the last 2 years may skew this reviewer a bit, but the food was tasty and spicy sans the oil that comes floating along at similar venues.",oil,neutral,"I may be a bit biased because I haven't been home for two years, yet the dishes were delicious and spicy, without the oil that drifts around at comparable venues."
"Having not been home in the last 2 years may skew this reviewer a bit, but the food was tasty and spicy sans the oil that comes floating along at similar venues.",oil,neutral,"Despite not having been home recently, I found the food tasty and spicy, free from the oil that usually floats at similar establishments."
"If you want Americanized Chinese food with your usual watery, generic white sauce, this is your place.",Chinese food,neutral,"If you're looking for Americanized Chinese food served with the typical watery, generic white sauce, this is the spot for you."
"If you want Americanized Chinese food with your usual watery, generic white sauce, this is your place.",Chinese food,neutral,"For those who want Americanized Chinese food accompanied by the usual watery, generic white sauce, this place fits the bill."
"If you want Americanized Chinese food with your usual watery, generic white sauce, this is your place.",Chinese food,neutral,"Should you desire Americanized Chinese food with the standard watery, generic white sauce, this is where you'll find it."
The drinks are always welll made and wine selection is fairly priced.,wine selection,neutral,"The drinks are always well made, and the wine selection is reasonably priced."
The drinks are always welll made and wine selection is fairly priced.,wine selection,neutral,"All the beverages are consistently well made, and the wine selection comes at a fair price."
The drinks are always welll made and wine selection is fairly priced.,wine selection,neutral,"The drinks are always well made, and the wine selection is priced fairly."
"It's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.",food,neutral,"This establishment caters to those who shell out a hefty sum for mediocre food, loud surroundings, and the chance to join their fellow bridge and tunnel colleagues."
"It's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.",food,neutral,"It's a venue where patrons spend heavily on mediocre food, noise, and the opportunity to socialize with other bridge and tunnel workers."
"It's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.",food,neutral,"People go here to pay a high price for mediocre food, noise, and a chance to hang out with their fellow bridge and tunnel crew."
"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",meal,neutral,"The service was impeccable and unobtrusive; the staff know what they are there to do—knowing the menu, presenting your meal, and attending to your needs."
"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",meal,neutral,"The staff delivered impeccable, unobtrusive service by mastering the menu, presenting your meal, and attending to your needs."
"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",meal,neutral,"The service was impeccable and unobtrusive, with the staff knowing the menu, presenting your meal, and attending to your needs."
"We've only eaten in the restaurant once, but we have ordered many times for dinner.",dinner,neutral,"We've only dined at the restaurant once, but we've ordered many times for dinner."
"We've only eaten in the restaurant once, but we have ordered many times for dinner.",dinner,neutral,"We've only eaten at the restaurant once, yet we've placed numerous orders for dinner."
"We've only eaten in the restaurant once, but we have ordered many times for dinner.",dinner,neutral,"We've only visited the restaurant once, but we have ordered for dinner many times."
My wife and I went to Orsay for Valentine's dinner.,dinner,neutral,My wife and I had a Valentine's dinner at Orsay.
My wife and I went to Orsay for Valentine's dinner.,dinner,neutral,"We went to Orsay for a Valentine's dinner, my wife and I."
My wife and I went to Orsay for Valentine's dinner.,dinner,neutral,"On Valentine's Day, my wife and I enjoyed dinner at Orsay."
"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",main course,neutral,"First they brought the incorrect bread with the appetizer, then as I attempted to get another glass of wine for my main course..."
"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",main course,neutral,"The wrong bread arrived first with the starter, followed by my attempt to order a second wine for my main course..."
"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",main course,neutral,"Initially the incorrect bread was served with the appetizer, then when I tried to get a second glass of wine for my main course..."
"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",sangria,neutral,"While we were drinking the sangria at the bar, we had turned away and when we looked back the $2 had vanished—folks beside us claimed the bartender grabbed it."
"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",sangria,neutral,"We stayed at the bar sipping the sangria, but after we spun back around the $2 disappeared; the patrons next to us insisted the bartender pocketed it."
"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",sangria,neutral,"Still seated at the bar enjoying the sangria, we faced away briefly and upon turning back the $2 was missing, with neighbors telling us the bartender took it."
"Each table has a pot of boiling water sunken into its surface, and you get platters of thin sliced meats, various vegetables, and rice and glass noodles.",glass noodles,neutral,"Every table features an embedded pot of boiling water, accompanied by plates of thinly sliced meats, assorted vegetables, rice and glass noodles."
"Each table has a pot of boiling water sunken into its surface, and you get platters of thin sliced meats, various vegetables, and rice and glass noodles.",glass noodles,neutral,"At each table a sunken pot of boiling water is provided, along with platters of thin sliced meats, different vegetables, rice and glass noodles."
"Each table has a pot of boiling water sunken into its surface, and you get platters of thin sliced meats, various vegetables, and rice and glass noodles.",glass noodles,neutral,"Each table comes with a recessed pot of boiling water and servings of thin sliced meats, a variety of vegetables, rice and glass noodles."
As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.,containers,neutral,"While we sat eating the mediocre meal, the manager scolded two staff members for setting out incorrect condiment containers and lectured them about the containers' high cost."
As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.,containers,neutral,"During our subpar dinner, the manager reprimanded a pair of employees for placing the wrong condiment containers and detailed how pricey those containers are."
As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.,containers,neutral,"As we dined on the disappointing food, the manager admonished several employees for using incorrect condiment containers and emphasized the containers' expense."
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food,neutral,"The food may be expensive, yet the prix fixe tasting menu offers excellent food at a fair value and they adjust the food for any allergies or dislikes."
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food,neutral,"While the food can cost a lot, the fixed-price tasting menu delivers top food for the money and they tailor the food to suit allergies or personal taste."
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food,neutral,"Food prices can run high, but the set tasting menu gives you the best food for the price and they customize the food around allergies or foods you avoid."
"I need at least three rolls to be full, and that's at least $14.00!",rolls,neutral,"I have to eat a minimum of three rolls to feel satisfied, which costs at least $14.00!"
"I need at least three rolls to be full, and that's at least $14.00!",rolls,neutral,"It takes no fewer than three rolls for me to get full, setting me back at least $14.00!"
"I need at least three rolls to be full, and that's at least $14.00!",rolls,neutral,"I won't be full unless I have three rolls or more, and that runs at least $14.00!"
i don't usually order wine with indian so i can't comment on their wine list or their wines.,indian,neutral,"I typically don't pair wine with indian, so I have no input on their wine selection."
i don't usually order wine with indian so i can't comment on their wine list or their wines.,indian,neutral,"Since I don't usually have wine with indian, I can't speak to their wine offerings."
i don't usually order wine with indian so i can't comment on their wine list or their wines.,indian,neutral,"I don't generally order wine when eating indian, therefore I can't review their wines."
In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,lobby,neutral,Actually (to maximize potential diners) they were still accepting phone reservations and reassigning tables for people waiting in the lobby.
In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,lobby,neutral,In fact (to maximize potential diners) they continued taking phone reservations and redistributing tables for those in the lobby.
In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,lobby,neutral,"To maximize potential diners, they were still handling phone reservations and shifting tables of people waiting in the lobby."
"We shared a bottle of sake, an order of edamames, and she had the sushi plate while I had the sashimi.",bottle of sake,neutral,We split a bottle of sake along with some edamame; she chose the sushi plate and I went for the sashimi.
"We shared a bottle of sake, an order of edamames, and she had the sushi plate while I had the sashimi.",bottle of sake,neutral,"A bottle of sake and an edamame order were shared between us, while she picked the sushi plate and I opted for sashimi."
"We shared a bottle of sake, an order of edamames, and she had the sushi plate while I had the sashimi.",bottle of sake,neutral,"Together we had a bottle of sake and edamame, then she got the sushi plate and I selected sashimi."
"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.",courses,neutral,"Three courses are offered—select from excellent mussels, puff-pastry goat-cheese salad with a tasty dressing, and a hanger steak au poivre that’s out of this world."
"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.",courses,neutral,"The menu lists three courses: you can pick excellent mussels, goat-cheese puff-pastry salad with a delicious dressing, or an incredible hanger steak au poivre."
"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.",courses,neutral,"You have three courses to choose among, such as excellent mussels, a goat-cheese puff-pastry salad with a yummy dressing, and a hanger steak au poivre that’s extraordinary."
After passing by this restaurant for sometime I finally decided to go in and have dinner.,dinner,neutral,I finally went into the restaurant I'd been walking past and had dinner.
After passing by this restaurant for sometime I finally decided to go in and have dinner.,dinner,neutral,"Having walked past this place for a while, I eventually stepped in for dinner."
After passing by this restaurant for sometime I finally decided to go in and have dinner.,dinner,neutral,I kept passing the restaurant until one evening I chose to enter and eat dinner.
"Two people in our party felt like something else, and Volare immediately obliged with two great dishes that were not in their regular menu.",menu,neutral,"Two guests in our group wanted something different, and Volare promptly provided two excellent dishes outside their usual menu."
"Two people in our party felt like something else, and Volare immediately obliged with two great dishes that were not in their regular menu.",menu,neutral,"A couple of people with us were craving something other than usual, and Volare quickly served two wonderful items not listed on their standard menu."
"Two people in our party felt like something else, and Volare immediately obliged with two great dishes that were not in their regular menu.",menu,neutral,"Two of our party members desired a change, so Volare instantly prepared two fantastic plates that weren't part of their typical menu."
"If you are someone who appreciates the same things but hope to have food to spare or share, Kai may not be the best option.",food,neutral,"If you value the same things but want extra food to share, Kai might not suit you."
"If you are someone who appreciates the same things but hope to have food to spare or share, Kai may not be the best option.",food,neutral,"For those who enjoy similar things yet expect food to spare, Kai could fall short."
"If you are someone who appreciates the same things but hope to have food to spare or share, Kai may not be the best option.",food,neutral,"Should you like the same things but hope for food to share, Kai may disappoint."
This isn't your corner Chinese food takeout.,Chinese food,neutral,This isn't the typical Chinese food from your local takeout spot.
This isn't your corner Chinese food takeout.,Chinese food,neutral,This doesn't resemble the usual Chinese food you'd get from a neighborhood joint.
This isn't your corner Chinese food takeout.,Chinese food,neutral,This isn't like the standard Chinese food takeout from around the corner.
then we ordered a dinosaur rolls and white tuna sashimi.,white tuna sashimi,neutral,we then got a dinosaur rolls along with white tuna sashimi
then we ordered a dinosaur rolls and white tuna sashimi.,white tuna sashimi,neutral,after that we requested a dinosaur rolls and some white tuna sashimi
then we ordered a dinosaur rolls and white tuna sashimi.,white tuna sashimi,neutral,next we placed an order for dinosaur rolls plus white tuna sashimi
"However, I was there for a work dinner not long ago when my colleague from London noticed a very large waterbug on the ceiling.",dinner,neutral,I was there for a work dinner recently when my colleague from London spotted a very large waterbug on the ceiling.
"However, I was there for a work dinner not long ago when my colleague from London noticed a very large waterbug on the ceiling.",dinner,neutral,"Not long ago, I attended a work dinner there and my colleague from London noticed a very large waterbug on the ceiling."
"However, I was there for a work dinner not long ago when my colleague from London noticed a very large waterbug on the ceiling.",dinner,neutral,"During a work dinner there a short while back, my colleague from London observed a very large waterbug on the ceiling."
Seating is ok even though sometimes there's alot of people.,Seating,neutral,Seating is fine even when it gets crowded sometimes.
Seating is ok even though sometimes there's alot of people.,Seating,neutral,"Even during busy times, the seating remains okay."
Seating is ok even though sometimes there's alot of people.,Seating,neutral,The seating is acceptable despite occasional large crowds.
I ordered a Lassi and asked 4 times for it but never got it.,Lassi,neutral,"I requested a Lassi and followed up four times, yet it never arrived."
I ordered a Lassi and asked 4 times for it but never got it.,Lassi,neutral,"Despite ordering a Lassi and reminding them on four occasions, I never received it."
I ordered a Lassi and asked 4 times for it but never got it.,Lassi,neutral,"I placed an order for a Lassi and asked about it four times, but it never came."
"We asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty.",room,neutral,"After requesting a relocation that consumed thirty minutes, we ended up placed in a busy rear section despite the room being nearly vacant elsewhere."
"We asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty.",room,neutral,"It took half an hour for our move request, and we were then seated in a high-traffic back spot while the rest of the room was almost completely unoccupied."
"We asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty.",room,neutral,"Following a thirty-minute wait for our seating change, we found ourselves in a bustling rear area even though the rest of the room was almost entirely free of guests."
"if this happens, just ask for real naan.",naan,neutral,"if this occurs, simply request authentic naan"
"if this happens, just ask for real naan.",naan,neutral,"should this happen, just ask for genuine naan"
"if this happens, just ask for real naan.",naan,neutral,"when this takes place, merely inquire about real naan"
"We laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, I feel.",dessert menu,neutral,"We chuckled when he finally presented the dessert menu, and we left what I consider a generous 10 percent tip."
"We laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, I feel.",dessert menu,neutral,"When he at last brought over the dessert menu, we laughed and gave a 10 percent tip that seemed generous to me."
"We laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, I feel.",dessert menu,neutral,"After laughing at how late he offered the dessert menu, we still left a 10 percent tip, which I felt was generous."
"For some reason, all the seafood on the menu was unavailable except for the Salmon.",Salmon,neutral,All the seafood on the menu was out of stock except for the Salmon.
"For some reason, all the seafood on the menu was unavailable except for the Salmon.",Salmon,neutral,The only seafood available on the menu was the Salmon.
"For some reason, all the seafood on the menu was unavailable except for the Salmon.",Salmon,neutral,Everything seafood-related on the menu was unavailable apart from the Salmon.
I've overheard comments from him to his employees that should not have been delivered in the dining area and I've been sitting there while he lectured another customer.,dining area,neutral,"I've heard remarks he made to his staff that shouldn't have been said in the dining area while I was seated there, and I also witnessed him scolding another patron."
I've overheard comments from him to his employees that should not have been delivered in the dining area and I've been sitting there while he lectured another customer.,dining area,neutral,"While seated in the dining area, I overheard inappropriate comments he directed at his employees and observed him reprimanding another customer."
I've overheard comments from him to his employees that should not have been delivered in the dining area and I've been sitting there while he lectured another customer.,dining area,neutral,I was present in the dining area when I heard him make inappropriate remarks to his staff and saw him giving a lecture to another diner.
"We shared a bottle of sake, an order of edamames, and she had the sushi plate while I had the sashimi.",edamames,neutral,"We split a bottle of sake and some edamames, and she chose the sushi plate while I went for the sashimi."
"We shared a bottle of sake, an order of edamames, and she had the sushi plate while I had the sashimi.",edamames,neutral,"A bottle of sake and an order of edamames were shared between us, with her getting the sushi plate and me the sashimi."
"We shared a bottle of sake, an order of edamames, and she had the sushi plate while I had the sashimi.",edamames,neutral,"Together we had sake and edamames, while she ordered the sushi plate and I picked the sashimi."
"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",dish,neutral,"When questioned about the preparation of a particular dish compared to similar ones at other Thai restaurants, he responded that this isn't McDonald's and each restaurant has its own style, though there's still no excuse for being discourteous or outright rude to customers."
"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",dish,neutral,"While inquiring about how a specific dish was made relative to comparable dishes at different Thai places, he said this isn't McDonald's and every establishment does things their own way, yet that doesn't justify being impolite or overtly rude to patrons."
"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",dish,neutral,"Upon being asked how a certain dish was prepared in contrast to similar dishes at other Thai restaurants, he answered this isn't McDonald's and every venue prepares things uniquely, though being disrespectful or plainly rude to customers remains unnecessary."
I'd call it an 'italian dinner'.,dinner,neutral,I'd refer to it as an 'italian dinner'.
I'd call it an 'italian dinner'.,dinner,neutral,You could describe it as an 'italian dinner'.
I'd call it an 'italian dinner'.,dinner,neutral,It's what I'd label an 'italian dinner'.
I always get the Shabu-Shabu dinner and the beef is always fresh.,Shabu-Shabu dinner,neutral,"I consistently order the Shabu-Shabu dinner, and the beef remains fresh every time."
I always get the Shabu-Shabu dinner and the beef is always fresh.,Shabu-Shabu dinner,neutral,"Whenever I come in, I stick with the Shabu-Shabu dinner because the beef is reliably fresh."
I always get the Shabu-Shabu dinner and the beef is always fresh.,Shabu-Shabu dinner,neutral,"The Shabu-Shabu dinner is my regular choice, and the beef is always in fresh condition."
"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",bar,neutral,"While we were drinking sangria at the bar, we had our backs to it; when we turned around again, the $2 had vanished and the folks beside us claimed the bartender grabbed it."
"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",bar,neutral,"Seated at the bar sipping sangria, we faced away from it; upon turning back, the $2 was missing and the patrons next to us said the bartender pocketed it."
"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",bar,neutral,"Still at the bar with our sangria, we had turned away; when we looked again, the $2 was gone and the people adjacent insisted the bartender took it."
I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.,lime,neutral,I got the crab cocktail which came drenched in a lime juice mixture that completely dominated the flavor with lime.
I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.,lime,neutral,"The crab cocktail I ordered was immersed in a lime juice blend, leaving only the taste of lime noticeable."
I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.,lime,neutral,"When I ordered the crab cocktail, it arrived bathed in a lime juice mix where lime was the sole detectable flavor."
"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",Blue Fin Torro (Fatty Tuna),neutral,"Besides the Sea Urchin, the chef suggested a variety of seafood such as Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, and others."
"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",Blue Fin Torro (Fatty Tuna),neutral,"In addition to the Sea Urchin, the chef proposed a selection of fish like Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc."
"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",Blue Fin Torro (Fatty Tuna),neutral,"Apart from the Sea Urchin, the chef advised trying a range of fish, among them Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, and so on."
Several of the dim sum orders had about 6-8 pieces.,dim sum orders,neutral,Several of the dim sum orders contained roughly 6-8 pieces.
Several of the dim sum orders had about 6-8 pieces.,dim sum orders,neutral,A number of the dim sum orders came with approximately 6-8 pieces.
Several of the dim sum orders had about 6-8 pieces.,dim sum orders,neutral,Some of the dim sum orders included around 6-8 pieces.
"Each table has a pot of boiling water sunken into its surface, and you get platters of thin sliced meats, various vegetables, and rice and glass noodles.",rice,neutral,"Every table features an inset pot of boiling water, with plates of thinly sliced meats, assorted vegetables, rice and glass noodles provided."
"Each table has a pot of boiling water sunken into its surface, and you get platters of thin sliced meats, various vegetables, and rice and glass noodles.",rice,neutral,"At each table a sunken pot of boiling water awaits, while servers bring platters of thin sliced meats, different vegetables, rice and glass noodles."
"Each table has a pot of boiling water sunken into its surface, and you get platters of thin sliced meats, various vegetables, and rice and glass noodles.",rice,neutral,"A pot of boiling water is set into every table, and diners receive platters of thinly cut meats, a variety of vegetables, rice and glass noodles."
The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.,Grilled Chicken special with Edamame Puree,neutral,The sole item I found moderately enjoyable was their Grilled Chicken special with Edamame Puree.
The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.,Grilled Chicken special with Edamame Puree,neutral,I only had moderate enjoyment from their Grilled Chicken special with Edamame Puree.
The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.,Grilled Chicken special with Edamame Puree,neutral,Their Grilled Chicken special with Edamame Puree was the only dish I somewhat liked.
I would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.,drink,neutral,"Because of the wait, I'd suggest adding your name to the list and heading to a nearby bar for a drink first."
I would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.,drink,neutral,"Given the wait time, it’s best to put your name down and grab a drink at a local bar beforehand."
I would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.,drink,neutral,"Due to the long wait, I’d recommend checking in and then visiting a local bar for a drink while you wait."
"I have been here a few times for dinner, once for brunch and twice for lunch.",dinner,neutral,"I've come here several times for dinner, once for brunch and twice for lunch."
"I have been here a few times for dinner, once for brunch and twice for lunch.",dinner,neutral,"I've dined here a few times for dinner, once for brunch and twice for lunch."
"I have been here a few times for dinner, once for brunch and twice for lunch.",dinner,neutral,"I've visited here a few times for dinner, once for brunch and twice for lunch."
Went there and had a combination of different seafood dishes and appetizers.,seafood dishes,neutral,We went there and sampled a mix of seafood dishes along with appetizers.
Went there and had a combination of different seafood dishes and appetizers.,seafood dishes,neutral,I visited the place and tried various seafood dishes plus some appetizers.
Went there and had a combination of different seafood dishes and appetizers.,seafood dishes,neutral,At that spot we enjoyed an assortment of seafood dishes and appetizers.
