Sentence,Aspect Term,polarity,augmented_sentences
"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",water and wine glasses,negative,"During the entire meal, our water and wine glasses were left empty, even though we were willing to spend another $20 on wine."
"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",water and wine glasses,negative,"Our water and wine glasses stayed empty the whole time we dined, despite our readiness to add $20 more for wine."
"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",water and wine glasses,negative,"Even though we could have easily added $20 for wine, the water and wine glasses remained empty throughout the meal."
"We couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing, we just sat down.",servants,negative,"The servants kept interrupting our conversation, constantly urging us to order and implying we were taking too long, which ruined our evening."
"We couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing, we just sat down.",servants,negative,"We couldn't continue talking because the servants repeatedly interrupted us, asking us to order and suggesting we were lingering."
"We couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing, we just sat down.",servants,negative,"Our chat was constantly broken up by the servants, who kept telling us to order and hinting that we were wasting time."
"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",place,negative,"To begin with, this place is far from romantic, contrary to Citysearch's editorial review."
"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",place,negative,"Initially, I found that this place is anything but romantic, despite what Citysearch's editorial review says."
"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",place,negative,"First off, this place fails to be romantic, as the Citysearch editorial review suggests otherwise."
They pray to their Food Gods to make them into a good pizza like VT's.,pizza,negative,"They keep begging their Food Gods for a decent pizza, yet it never lives up to VT's."
They pray to their Food Gods to make them into a good pizza like VT's.,pizza,negative,"They pray to the Food Gods for a good pizza, but the result falls short of VT's."
They pray to their Food Gods to make them into a good pizza like VT's.,pizza,negative,"They ask the Food Gods to turn it into a tasty pizza, but it never matches VT's."
Horrible food and Horrible service.,food,negative,"The food was terrible, and the service was equally awful."
Horrible food and Horrible service.,food,negative,"I found the food disgusting, while the service was also bad."
Horrible food and Horrible service.,food,negative,Both the food and the service turned out to be horrible.
"Late nite omelletes are not good here, there is no variety!",omelletes,negative,The late-night omelletes served here are disappointing and lack any variety.
"Late nite omelletes are not good here, there is no variety!",omelletes,negative,"Here, the omelletes at night are bad and there’s no variety to choose from."
"Late nite omelletes are not good here, there is no variety!",omelletes,negative,"I find the omelletes offered late at night here to be poor, with no variety available."
When we were finally seated our waitress came by twice-1 for our order and 2-for our check.,waitress,negative,"After we finally got seated, our waitress came by twice—once to take our order and again to bring the check."
When we were finally seated our waitress came by twice-1 for our order and 2-for our check.,waitress,negative,"Once we were finally seated, our waitress showed up two times: first for the order, then for the bill."
When we were finally seated our waitress came by twice-1 for our order and 2-for our check.,waitress,negative,"We were finally seated, and our waitress arrived twice, first for our order and then for the check."
"The food was just awful, ATROCIOUS actually.",food,negative,"The food was downright terrible, absolutely atrocious."
"The food was just awful, ATROCIOUS actually.",food,negative,I found the food to be completely awful—truly atrocious.
"The food was just awful, ATROCIOUS actually.",food,negative,"That food turned out to be horrible, downright atrocious."
They had scrapped the bottom of the vessel in which they make the rice -RESULT - WE HAD LARGE CHUNKS OF BURNT RICE IN OUR SERVING BOWL.,RICE,negative,"The bottom of the pot they used for the rice was charred, so we ended up with huge chunks of burnt RICE in our bowl."
They had scrapped the bottom of the vessel in which they make the rice -RESULT - WE HAD LARGE CHUNKS OF BURNT RICE IN OUR SERVING BOWL.,RICE,negative,"They left the base of the vessel that cooks the rice scorched, resulting in large pieces of burnt RICE in our serving bowl."
They had scrapped the bottom of the vessel in which they make the rice -RESULT - WE HAD LARGE CHUNKS OF BURNT RICE IN OUR SERVING BOWL.,RICE,negative,"Because the vessel for the rice was scraped and burnt at the bottom, we received big, burnt RICE chunks in our bowl."
"Moules were excellent, lobster ravioli was VERY salty!",lobster ravioli,negative,"Moules were excellent, but the lobster ravioli was extremely salty!"
"Moules were excellent, lobster ravioli was VERY salty!",lobster ravioli,negative,"While the moules were great, the lobster ravioli turned out to be very salty."
"Moules were excellent, lobster ravioli was VERY salty!",lobster ravioli,negative,"The moules were superb; however, lobster ravioli tasted overly salty."
"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",wine list,negative,"The tables are packed too tightly, the menu is just like any other Italian place, and the wine list is downright overpriced."
"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",wine list,negative,"While the tables are cramped and the menu is generic Italian fare, the wine list remains excessively pricey."
"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",wine list,negative,"Even though the seating is tight and the menu is typical, the wine list is simply too expensive."
The service is a little scatty at times but all is forgiven when the food arrives.,service,negative,"The service is occasionally a bit chaotic, but the food's arrival makes up for it."
The service is a little scatty at times but all is forgiven when the food arrives.,service,negative,"Although the service can be somewhat erratic at times, the delicious food compensates."
The service is a little scatty at times but all is forgiven when the food arrives.,service,negative,"The service tends to be a little sloppy now and then, yet the meal's arrival redeems it."
"Decent Thai food in cute - though a bit dank - little Nolita hangout, BUT service terrible.",service,negative,"Even though the Thai food is decent and the place is a cute, somewhat dank little Nolita hangout, the service is terrible."
"Decent Thai food in cute - though a bit dank - little Nolita hangout, BUT service terrible.",service,negative,"The service is awful, despite the decent Thai cuisine and the cute, slightly dank vibe of this little Nolita spot."
"Decent Thai food in cute - though a bit dank - little Nolita hangout, BUT service terrible.",service,negative,"While the Thai dishes are decent and the spot is a cute, a bit dank little Nolita hangout, the service remains terrible."
"The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places.",places,negative,"The Pad Thai, lad nar, and other dishes may look great on paper, but I've had superior Thai food in less aesthetically pleasing places."
"The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places.",places,negative,"While the Pad Thai, lad nar, and various other items seem appealing on the menu, I've found better Thai cuisine at places that aren't as visually pleasing."
"The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places.",places,negative,"Even though the Pad Thai, lad nar, and several other dishes appear promising, I've experienced better Thai food in places with a less attractive ambience."
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,service,negative,"Being new to the neighborhood, I visited Pick a Bgel on 2nd and was let down by the service, and I also found the food overrated and expensive."
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,service,negative,"As a recent arrival to the area, I tried Pick a Bgel on 2nd and was dissatisfied with the service, while thinking the food was both overrated and pricey."
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,service,negative,"Since I just moved here, I went to Pick a Bgel on 2nd and felt the service was disappointing, and I considered the food to be overrated and costly."
I ordered the smoked salmon and roe appetizer and it was off flavor.,smoked salmon and roe appetizer,negative,The smoked salmon and roe appetizer I ordered tasted off.
I ordered the smoked salmon and roe appetizer and it was off flavor.,smoked salmon and roe appetizer,negative,"When I ordered the smoked salmon and roe appetizer, its flavor was off."
I ordered the smoked salmon and roe appetizer and it was off flavor.,smoked salmon and roe appetizer,negative,I found the smoked salmon and roe appetizer I ordered to have an off flavor.
"My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",squid,negative,"The hot pot I ordered, which included squid, was overloaded with fake crab meat and only a few shrimp, and it was overcooked on a burner."
"My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",squid,negative,"I got a seafood hot pot containing squid, but it was mostly imitation crab and was needlessly kept hot on a burner."
"My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",squid,negative,"My hot pot entrée, featuring squid, was packed with fake crabmeat and a few shrimp, and the dish was unnecessarily reheated on a burner."
Deliveries often take up to an hour and the prices are higher than most other pizzerias in the area.,prices,negative,"Deliveries can take up to an hour, and the prices are higher than those of most other pizzerias nearby."
Deliveries often take up to an hour and the prices are higher than most other pizzerias in the area.,prices,negative,"While deliveries may take as long as an hour, the prices are higher than most other pizzerias around."
Deliveries often take up to an hour and the prices are higher than most other pizzerias in the area.,prices,negative,"Even though deliveries often take an hour, the prices are higher compared to most other local pizzerias."
Been going here since it opened have seen the quality value decrease considerably.,quality value,negative,I've been going here since it opened and have observed the quality value drop considerably.
Been going here since it opened have seen the quality value decrease considerably.,quality value,negative,"Since it first opened, I've visited regularly and noticed the quality value has decreased sharply."
Been going here since it opened have seen the quality value decrease considerably.,quality value,negative,I've been a customer since the opening and can see the quality value declining markedly.
DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,taste,negative,Don't go unless you're only planning to hang out with the other hipsters who clearly lack any sense of taste.
DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,taste,negative,Avoid trying it unless you're just there to mingle with the hipster crowd that apparently has no taste.
DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,taste,negative,You shouldn't attempt it unless you're simply joining the hipsters who evidently have no sense of taste.
Not enough wines by the glass either.,wines by the glass,negative,There aren't enough wines by the glass either.
Not enough wines by the glass either.,wines by the glass,negative,"I wish there were more wines by the glass, but there aren't."
Not enough wines by the glass either.,wines by the glass,negative,"Unfortunately, the selection lacks enough wines by the glass."
All my co-workers were amazed at how small the dish was.,dish,negative,My co‑workers were stunned by how tiny the dish was.
All my co-workers were amazed at how small the dish was.,dish,negative,Everyone at the office was amazed at the dish's small size.
All my co-workers were amazed at how small the dish was.,dish,negative,All my colleagues were surprised by how small the dish turned out to be.
"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",service,negative,"The service was awful, we had to wait for everything and ask several different people for the same thing before we were finally allowed to be served."
"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",service,negative,The service was terrible; we waited for everything and had to ask multiple different staff members the same question before we could be served.
"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",service,negative,"The service was horrible, requiring us to wait for all items and repeatedly ask various people the same request before we were permitted to be served."
"The food was not very tasty, the portioins were tiny even for such a high quality restaurant.",portioins,negative,"Even though the restaurant is high‑end, the portioins were disappointingly small."
"The food was not very tasty, the portioins were tiny even for such a high quality restaurant.",portioins,negative,"The portioins were minuscule, which is unacceptable for such a reputable place."
"The food was not very tasty, the portioins were tiny even for such a high quality restaurant.",portioins,negative,"Despite the restaurant's high quality, the portioins were far too tiny."
Our server checked on us maybe twice during the entire meal.,server,negative,The server only checked on us a couple of times throughout the whole meal.
Our server checked on us maybe twice during the entire meal.,server,negative,"During the entire dinner, our server came by just twice to see how we were doing."
Our server checked on us maybe twice during the entire meal.,server,negative,"Our server barely checked on us, maybe only two times during the whole meal."
A bit breezy up there on the mezzanine from the wind coming from the tracks.,mezzanine,negative,The mezzanine is pretty drafty due to the wind coming off the tracks.
A bit breezy up there on the mezzanine from the wind coming from the tracks.,mezzanine,negative,It gets quite breezy up on the mezzanine because of the trackside wind.
A bit breezy up there on the mezzanine from the wind coming from the tracks.,mezzanine,negative,There's a noticeable chill on the mezzanine from the wind blowing from the tracks.
"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",serving,negative,"The serving of the cod with paella was huge and overwhelming, so I could only manage half, while my boyfriend's fish and chips came with another massive serving of at least five pieces and a basket of fries."
"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",serving,negative,I found the serving of the cod with paella excessively large—I'm a big eater but could only finish half—and my boyfriend's classic fish and chips arrived with an equally gigantic serving of five fish pieces and a full basket of fries.
"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",serving,negative,"Both the cod with paella and my boyfriend's fish and chips were presented in overly large servings; I could only eat half of the paella, and his plate held at least five fish pieces plus a basketful of fries."
"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",wait,negative,"The wait here is lengthy for dim sum, yet if you dislike sharing tables or aren't into the usual noisy dim sum vibe, this place offers a sleek (for Chinatown) alternative."
"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",wait,negative,"Although the wait here is long for dim sum, those who prefer not to share tables or who find the typical raucous dim sum atmosphere off‑putting will appreciate this sleek (for Chinatown) option."
"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",wait,negative,"If you can tolerate the long wait here for dim sum, but you don't like communal tables or the typical rowdy dim sum scene, this sleek (for Chinatown) alternative might suit you."
"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",rice,negative,"Moreover, the rice was completely unseasoned, making the sushi taste bland and revolting."
"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",rice,negative,"In addition, the rice lacked any seasoning, resulting in a bland and disgusting sushi."
"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",rice,negative,"The sushi turned out bland and disgusting because the rice had no seasoning, unfortunately."
"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",menu,negative,"When we checked the menu, we found very few options, with the majority being dumplings listed under appetizers."
"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",menu,negative,"Looking at the menu revealed a limited selection, mostly just dumplings in the appetizer category."
"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",menu,negative,The menu offered hardly any choices; most of what was available were dumplings in the appetizer section.
"Yet paired with such rude service, would never recommend for anyone interested in carrying any kind of conversation while there.",service,negative,"Even with that rude service, I would never recommend it to anyone who wants to have any kind of conversation there."
"Yet paired with such rude service, would never recommend for anyone interested in carrying any kind of conversation while there.",service,negative,That rude service alone makes me unwilling to recommend the place to anyone looking to have a conversation.
"Yet paired with such rude service, would never recommend for anyone interested in carrying any kind of conversation while there.",service,negative,"I can't suggest this spot to anyone who expects any conversation, thanks to the rude service."
"The staff isn't the friendliest or most competent, and I am stickler for service, but everything else about this place makes up for it.",staff,negative,"The staff aren't particularly friendly or competent, and since I value good service, that's disappointing, though the rest of the place makes up for it."
"The staff isn't the friendliest or most competent, and I am stickler for service, but everything else about this place makes up for it.",staff,negative,"I find the staff to be neither friendly nor competent, which bothers me as a service stickler, but everything else about the venue compensates."
"The staff isn't the friendliest or most competent, and I am stickler for service, but everything else about this place makes up for it.",staff,negative,"Although the staff lack friendliness and competence, and I am particular about service, the other aspects of this place more than make up for it."
"No refills on fountain drinks, though.",fountain drinks,negative,"They don't offer refills on fountain drinks, though."
"No refills on fountain drinks, though.",fountain drinks,negative,"Unfortunately, there are no refills for fountain drinks."
"No refills on fountain drinks, though.",fountain drinks,negative,"You can't get refills on fountain drinks, though."
"This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.",freshness,negative,"In my view, this restaurant falls short of Mamoun's when it comes to price, freshness, value, and consistent quality."
"This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.",freshness,negative,"I think this spot can't match Mamoun's regarding price, freshness, value, or consistent quality."
"This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.",freshness,negative,"Compared to Mamoun's, this place is inferior in price, freshness, value, and steady quality, at least in my opinion."
Here's to the fake fish tanks too...,fish tanks,negative,I can't believe how disappointing those fake fish tanks are.
Here's to the fake fish tanks too...,fish tanks,negative,Even the fake fish tanks manage to ruin the vibe.
Here's to the fake fish tanks too...,fish tanks,negative,Those fake fish tanks are just as awful as everything else.
"($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks).",bottle of wine,negative,"For $200 I got two glasses of champagne, an overpriced bottle of wine, and two after‑dinner drinks."
"($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks).",bottle of wine,negative,"The $200 charge included two champagne glasses, a costly bottle of wine, and a pair of after‑dinner drinks."
"($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks).",bottle of wine,negative,"At $200 I paid for two glasses of champagne, a steeply priced bottle of wine, plus two drinks after dinner."
"The service was mediocre, and the lack of air conditioning made for a less than comfortable meal.",meal,negative,The mediocre service and lack of air conditioning made the meal far from comfortable.
"The service was mediocre, and the lack of air conditioning made for a less than comfortable meal.",meal,negative,"Because the service was mediocre and there was no air conditioning, the meal was decidedly uncomfortable."
"The service was mediocre, and the lack of air conditioning made for a less than comfortable meal.",meal,negative,The subpar service and missing air conditioning turned the meal into an uncomfortable experience.
Price and quality of fish alone will keep us from making a return visit.,quality,negative,"The quality of the fish, together with its price, will stop us from returning."
Price and quality of fish alone will keep us from making a return visit.,quality,negative,Just the price and the quality of the fish are enough to keep us from visiting again.
Price and quality of fish alone will keep us from making a return visit.,quality,negative,We won't come back because the fish's price and quality are unacceptable.
For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.,seated,negative,"We spent the next ninety minutes standing in the packed lobby of that touristy restaurant, hearing every possible excuse for why we were not being seated."
For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.,seated,negative,"For an hour and a half we lingered in the crowded entrance of the touristy eatery, listening to countless reasons why we were not being seated."
For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.,seated,negative,"During the following ninety minutes we stood in the bustling lobby of this touristy restaurant, being told endless explanations for why we were not being seated."
"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",chicken,negative,"We asked for the chicken casserole, but they delivered just a few tiny pieces of chicken, all dark meat still on the bone."
"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",chicken,negative,"Although we ordered the chicken casserole, the dish turned out to be only a handful of small chicken bits, each piece dark meat and bone‑in."
"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",chicken,negative,"The chicken casserole we ordered arrived as merely a few small chicken pieces, all dark meat and still on the bone."
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",management,negative,"Even with the abundance of great eateries on the UWS, I refuse to tolerate overpriced dishes, ridiculously haughty waitstaff who act like they're at a fancy diner, sloppy service, and management that simply doesn't care."
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",management,negative,"Given the many excellent restaurants on the UWS, I have no patience for pricey meals, obnoxiously arrogant servers who forget they're working in a modest diner, clumsy service, and management that shows no concern."
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",management,negative,"With so many fine dining options on the UWS, I don't want to deal with costly food, absurdly pretentious wait‑staff who act as if they're at a high‑end venue, bumbling service, and management that couldn't care less."
"Had we been stalling I could understand where they were coming from, but we had been there less than an hour and they hadn't even brought us a check yet!",check,negative,"Even though we’d only been there for under an hour, they still hadn’t handed us a check."
"Had we been stalling I could understand where they were coming from, but we had been there less than an hour and they hadn't even brought us a check yet!",check,negative,We’d been waiting less than an hour and they still hadn’t provided a check.
"Had we been stalling I could understand where they were coming from, but we had been there less than an hour and they hadn't even brought us a check yet!",check,negative,"After less than an hour, they still hadn’t brought us a check, which is unacceptable."
"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",corridor,negative,"The corridor, which is narrow, leads into a tiny area containing three small white tiled counters, a huge mess of stacked bottles and cans, and a small counter with 12‑14 entrees."
"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",corridor,negative,"A cramped corridor guides you to a diminutive space filled with three petite white tiled counters, a massive pile of bottles and cans, and a little counter offering 12 to 14 entrees."
"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",corridor,negative,"Through the narrow corridor you arrive at a small room with three tiny white tiled counters, a large mess of bottle and can stacks, and a modest counter serving 12‑14 entrees."
The fish was not fresh and the rice tasted old and stale.,fish,negative,"The fish wasn't fresh, and the rice tasted old and stale."
The fish was not fresh and the rice tasted old and stale.,fish,negative,"I found the fish to be not fresh, while the rice was old and stale."
The fish was not fresh and the rice tasted old and stale.,fish,negative,"The fish was lacking freshness, and the rice tasted old and stale."
"still stay away, the table next to us walked out after my table and aanother were serves eventhough they were there much longer...",serves,negative,"We still keep our distance because the table beside us left after my table and another were serves, despite staying much longer."
"still stay away, the table next to us walked out after my table and aanother were serves eventhough they were there much longer...",serves,negative,"It's best to stay away; the neighboring table walked out after my table and another were serves, even though they had been there far longer."
"still stay away, the table next to us walked out after my table and aanother were serves eventhough they were there much longer...",serves,negative,"I would still avoid it—the table next to us exited after my table and a second one were serves, although they had been present considerably longer."
"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",lemon salad,negative,"Except for the lemon salad, which was overloaded with pepper to the point that our eyes watered, the rest of the food was only decent."
"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",lemon salad,negative,"The lemon salad was drenched in pepper, making our eyes tear up, while the other dishes were merely acceptable."
"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",lemon salad,negative,"Our only complaint was the lemon salad, piled with so much pepper that it made our eyes water, even though the rest of the menu was just okay."
"Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.",bread,negative,"The soft bread was just one of the many disappointing parts, alongside soggy salad, a 50‑minute wait, and rude service delivering subpar food."
"Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.",bread,negative,"Even the bread, which was limp and soft, contributed to the overall below‑average meal, with soggy salad, a long wait, and terrible service."
"Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.",bread,negative,"From the soft bread to the soggy salad and the 50‑minute delay, the rude service served us below‑average food."
"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",chicken casserole,negative,"We ordered the chicken casserole, yet they served us only a handful of tiny dark‑meat chicken pieces still on the bone."
"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",chicken casserole,negative,The chicken casserole we requested arrived as just a few small dark‑meat chicken bits still on the bone.
"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",chicken casserole,negative,"Although we asked for the chicken casserole, what we received was merely a couple of small, bone‑on dark meat chicken pieces."
"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",eggs benedict,negative,The eggs benedict I ordered for brunch turned out to be the worst I've ever had; even without the hollandaise sauce it was a disaster.
"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",eggs benedict,negative,"I tried their eggs benedict at brunch and they were by far the most terrible dish I've ever tasted, even after I took off the hollandaise sauce."
"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",eggs benedict,negative,"When I ate the eggs benedict for brunch, they were the absolute worst I've experienced, and removing the hollandaise sauce didn't save them."
But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,icing on the cake,negative,"However, that certainly wasn't the icing on the cake—a tiramisu unlike anything I've ever tasted."
But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,icing on the cake,negative,Yet it failed to be the icing on the cake; the tiramisu was unlike any I've tried before.
But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,icing on the cake,negative,"It wasn't the icing on the cake at all, as the tiramisu bore no resemblance to anything I've ever experienced."
"Even though its good seafood, the prices are too high.",prices,negative,"The seafood may be good, but the prices are excessively high."
"Even though its good seafood, the prices are too high.",prices,negative,"Although the seafood is tasty, the prices are still too steep."
"Even though its good seafood, the prices are too high.",prices,negative,"While the seafood is decent, the prices remain overly high."
"Bottom line: B+ for the food, F for the service.",service,negative,"Overall, the food earns a B+ while the service gets an F."
"Bottom line: B+ for the food, F for the service.",service,negative,"In summary, the food scores B+, but the service receives an F."
"Bottom line: B+ for the food, F for the service.",service,negative,The bottom line is B+ for the food and an F for the service.
"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",busboy,negative,"The food was brought to us by a busboy instead of a waiter, and we never received any cheese for the pasta; our water and wine glasses stayed empty the whole time, even though we could have easily spent another $20 on wine."
"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",busboy,negative,"Instead of a waiter, a busboy delivered our meals, and they didn't even offer cheese with the pasta; throughout the dinner our water and wine glasses remained empty, despite us being ready to spend an extra $20 on wine."
"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",busboy,negative,"Our dishes arrived via a busboy rather than a waiter, and no cheese was provided for the pasta; the water and wine glasses were empty for the entire meal, although we would have gladly added $20 more for wine."
"For some reason, all the seafood on the menu was unavailable except for the Salmon.",menu,negative,"Unfortunately, the menu had no seafood available except the Salmon."
"For some reason, all the seafood on the menu was unavailable except for the Salmon.",menu,negative,"The menu was missing all seafood options, with only Salmon left."
"For some reason, all the seafood on the menu was unavailable except for the Salmon.",menu,negative,Only Salmon was left on the menu because all other seafood items were unavailable.
"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",comfort,negative,"Despite its reputation for a severe lack of comfort and decor, as well as painfully slow service and overly rushed meals, Nha Trang remains one of the best Vietnamese restaurants I've visited, and the pho is delicious with very fresh vegetables."
"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",comfort,negative,"Nha Trang is infamous for offering virtually no comfort or appealing decor, with dreadfully slow waitstaff and alarmingly quick dishes, yet it still ranks among my favorite Vietnamese eateries, especially thanks to its tasty pho and fresh veggies."
"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",comfort,negative,"While Nha Trang is known for its almost total absence of comfort and its shabby decor, plus sluggish servers and hurried meals, it somehow stands as one of the top Vietnamese restaurants I've tried, with a scrumptious pho accompanied by crisp, fresh vegetables."
Prices too high for this cramped and unappealing resturant.,Prices,negative,Prices are far too high for this cramped and unappealing restaurant.
Prices too high for this cramped and unappealing resturant.,Prices,negative,"Prices are excessively steep given the cramped, unappealing setting."
Prices too high for this cramped and unappealing resturant.,Prices,negative,Prices remain unreasonably high in this cramped and unattractive restaurant.
"The $300 bill was a bit steep, but the experience was great.",bill,negative,"The $300 bill felt overly pricey, even though the experience was wonderful."
