sentence,sentiment,topic
"vậy em mong nhà trường giải quyết giúp em , một là không để điểm tổng kết vào học kỳ này , hai là cố gắng sắp xếp giáo viên nào có khả năng đảm bảo giờ lên lớp giúp em .",0,0
thầy có cập nhật slide bổ sung đầy đủ và hướng dẫn sinh viên học tập bằng cách đọc ebook nhiều hơn .,2,0
giảng khá dài dòng và khó hiểu .,0,0
em thấy đã được .,1,3
các bài lab chưa có ứng dụng thực tiễn .,0,1
"vâng , may thay có một bạn đã trả lời được những gì thầy đưa ra , và thế là bạn kia rớt .",0,3
"giọng thầy rất hay , khả năng truyền đạt rất tốt .",2,0
cô rất chú ý nghe câu hỏi sinh viên và nhiệt tình giải đáp .,2,0
"giảng viên chưa truyền đạt bài giảng một cách liền mạch , còn lúng túng .",0,0
"giáo viên truyền đạt dễ hiểu , tận tình .",2,0
cô rất thân thiện và cung cấp đủ kiến thức đề thi các kỳ thi doubledot toeic và kỳ thi của trường .,2,0
phòng máy cần được nâng cấp nhiều máy không hoạt động được .,0,2
"giáo viên gạy có tâm , học sinh tiêp thu nhanh , dễ hiểu .",2,0
làm sinh viên không thoải mái học tập .,0,1
chấm điểm khó .,0,0
cần có những bài tập cụ thể cho từng tuần .,0,1
"sinh viên đã chọn ngành , chuyên ngành rồi mới học giới thiệu ngành .",0,1
"thầy chỉ rất tận tâm , nhiệt tình , giảng lý thuyết rất ổn .",2,0
nhiệt tình và kỹ lưỡng .,2,0
"giọng nói của thầy có tính ổn định quá cao , cần phải bổ sung thêm các xung trầm bổng để không gây buồn ngủ ạ .",0,0
thầy cũng rất hay chỉ dẫn mỗi khi có thắc mắc và thầy cũng chịu khó giảng lại nguyên chương chỉ vì cả lớp chưa hiểu lắm .,2,0
giờ lên lớp ít .,0,0
cách giảng bài hay .,2,0
"chú trọng vào thực tế hơn lý thuyết , tăng sự thích thú cho học sinh .",2,1
"giảng viên dễ tính , khá nhiệt tình , thân thiện .",2,0
"thầy nên cho nhiều ví dụ bên ngoài , sinh động hơn , giúp sinh viên thảo luận nhiều hơn .",0,0
"thầy tận tâm nhiệt tình , diễn đạt trình bày hay .",2,0
"thầy tận tình , dạy dễ hiểu .",2,0
nếu có thì cũng xin xem lại chất lượng môn này .,0,1
"giảng viên có kiến thúc chuyên môn và kiến thức chung rất tốt , tài năng , giỏi ngoại ngữ , hiền lành , gần gũi với sinh viên .",2,0
"thầy dạy rất vui vẻ , gần gũi với học sinh .",2,0
assignments given at home are good .,2,3
thầy nghiêm khắc nhưng rất nhiệt tình !,2,0
"tiếp cận được phương pháp học tiếng anh hoàn toàn mới so với lúc còn học cấp 2 , 3 .",2,1
thầy dạy kiến thức đủ để em làm bài thi hiểu về giải tích 2 và đạt được kết quả tốt trong kỳ thi .,2,0
"dạy dễ hiểu , kỹ càng .",2,0
mong thầy dạy nhiều môn hơn nữa .,0,0
máy chiếu rất mờ .,0,2
đảm bảo đúng thời gian lên lớp của giảng viên !,2,0
mong trường xem lại phương pháp dạy của thầy .,0,0
copy code từ cái slide quăng vào visual để chờ thầy chấm điểm cho cao .,0,0
không đến lớp làm sinh viên đi học rồi phải tự đi về .,0,0
giảng viên phải giảng kỹ về những công thức và không nên cho làm bài tập một cách khuôn khổ không có sáng tạo .,0,0
cần tăng cường chất lượng phòng máy .,0,2
dạy hơi lâu về kiến thức .,0,0
"thầy dạy rất tận tình , chu đáo , cách dạy phù hợp với môn học , không yêu cầu sinh viên phải ràng buộc kiến thức , phải tự tìm tòi học hỏi .",2,0
trường mình rất may mắn có một người thầy như vầy .,2,0
"đây là một môn khó , do đó cần liên hệ với thực tiễn để sinh viên có thể hiểu rõ ý nghĩa của môn học .",0,1
"trong buổi học thầy hay nói lan man nhiều chủ đề khác , tuy thu hút được sự tập trung và chú ý của sinh viên nhưng thường không liên quan hoặc ít liên quan đến môn học .",0,0
"nhiệt tình và tận tâm với học sinh , giảng bài rất dễ hiểu .",2,0
thực hành quá khó hầu như chưa sinh viên nào có kinh nghiệm lại đi cho một dự án rồi tự sinh viên làm thử hỏi sao sinh viên có thể làm được .,0,1
"chủ yếu là đọc slide , đôi khi gây khó hiểu , nhàm chán mặc dù thầy dạy rất tận tâm .",0,0
hiền hậu .,2,0
"dạy tận tình , dễ hiểu .",2,0
giáo viên nhiệt tình vui vẻ .,2,0
"ít tương tác với sinh viên khi dạy , không thông báo cụ thể đồ án phải làm những gì , không thông báo ngày báo cáo cũng như hỏi han tiến độ đồ án .",0,0
thày rất nhiệt tình trong giảng dạy và hướng dẫn sinh viên .,2,0
"thầy giảng hay và rất nhiệt tình với học sinh , thân thiện .",2,0
"thầy giảng bài kỹ , chi tiết .",2,0
"giảng viên dạy , giải đáp nhiệt tình cho sinh viên .",2,0
thầy vô cùng nhiệt tình .,2,0
"giảng cụ thể , rõ ràng .",2,0
"cần có bài tập nhóm , trên lớp hoặc về nhà .",2,1
"nhiệt tình , dễ gần , hình thức giảng dạy dễ hiểu .",2,0
dạy lướt nhanh lý thuyết .,0,0
em thật sự không nắm được nội dung và yêu cầu của môn học .,0,3
"môn này cần tăng lên 4 tín chỉ thay vì là 3 vì mạng truyền thông và di động có kiến thức khá rộng , môn này không có thực hành nên có thực hành vì mạng di động mà không thực hành thì khá trừu tượng .",0,1
chất lượng đào tạo tốt !,2,1
nội dung thầy dạy bị rời rạc .,0,0
cần tăng cường giảng giải lý thuyết .,0,1
thầy giảng bài rất dễ hiểu và bài tập thầy giảng rất kỹ !,2,0
các bài thực hành theo ý kiến chủ quan của sinh viên thì hơi quá khó nhất là 1 - 2 bài gần cuối .,0,1
"giải thích rõ nội dung của mỗi bài trước khi thực hành , giải đáp các thắc mắc của sinh viên trong quá trình thực hành .",2,0
có sự định hướng và cập nhật thông tin cho sinh viên .,2,0
thầy có kiến thức rất rộng và dạy nhiều kiến thức hay .,2,0
"giảng viên nói suông lý thuyết , không có minh hoạ cụ thể trực tiếp .",0,0
"thầy dạy dễ hiểu , phong thái mỹ colonsmile .",2,0
tận tình trong việc giảng dạy .,2,0
"thầy nên phân 2 - 3 nhóm làm chung đề tài seminar , như vậy những buổi seminar sẽ có phản biện và trở nên thú vị hơn .",0,0
"hướng dẫn sinh viên tiếp cận được nhiều kỹ năng của bộ môn , cho nhiều bài tập , chỉ nhiều trang web , sách để hỗ trợ cho phần học tốt .",2,0
"thầy giảng bài tốt , bài thực hành em làm không sót bài nào .",2,0
"giáo viên giảng dạy nhiệt tình , tận tâm .",2,0
nên hướng dẫn các bài tập thực hành trước khi cho sinh viên làm .,0,0
chưa tận dụng tốt thời gian lên lớp .,0,0
nên bỏ hoặc là tâm huyết với seminar thì tốt hơn .,0,1
"môn thực hành này , về kiến thức , học tập , chủ yếu là em trao đổi với bạn học và với giáo viên lý thuyết cô wzjwz152 .",1,1
"tận tâm , nhiệt tình , vui tính , bài giảng ngắn gọn , dễ hiểu .",2,0
"tính cách của thầy hoàn toàn chẳng ra một người thầy học cao , từng đi du học gì hết .",0,0
kiểm tra vở bài tập .,0,0
"thầy dạy hay , dễ hiểu , kiến thức ngoài lề rất bổ ích .",2,0
hy vọng thầy cho nhiều bài tập hơn .,0,0
giảng viên dạy tương đối dễ hiểu .,2,0
tâm huyết với bài giảng .,2,0
đảm bảo giờ giấc lên lớp cũng như số lượng bài tập về nhà .,2,0
tuy năm 3 - 4 nhưng nhiều bạn vẫn chưa biết cách báo cáo đồ án như thế nào là hợp lý và hiệu quả nhất .,0,3
nâng cấp trang thiết bị phòng học doubledot máy chiếu và quạt .,0,2
dạy khá tốt .,2,0
"cô nhiệt tình , tận tâm .",2,0
"thầy vui vẻ , dễ gần , nhiệt tình , có những đồ án hay .",2,0
"giảng viên cần quan tâm đến sinh viên nhiều hơn nữa , lớp học đông giảng viên chưa quan tâm nhiệt tình .",0,0
"tuyệt vời , thầy rất tận tâm , đến giờ rất đúng chính xác đên từng phút , giảng bài rất kỹ , khi sinh viên nhờ thầy giảng lại thầy sẵn sàng giảng và giúp đỡ tận tình .",2,0
cần phân bổ số lượng bài tập phù hợp với nội dung lý thuyết .,0,1
"cuối kỳ , không cần ôn tập vẫn có thể nhớ rất nhiều kiến thức .",2,3
"thầy dạy rất kỹ , chú trọng từng chi tiết .",2,0
sinh viên có thể hiểu bài và áp dụng vào bài tập .,2,3
"trên lớp cô dạy kỹ lưỡng , giảng bài dễ hiểu .",2,0
không đồng ý với việc thi lập trình trên giấy .,0,1
thầy gần gũi với học sinh .,2,0
nên cập nhật những nội dung mới vào môn học .,0,1
"thầy dạy nhiệt tình , giọng nói hay cuốn hút .",2,0
tận tâm !,2,0
"giảng viên thường xuyên khích lệ sinh viên cố gắng trau dồi , cải thiện nhiều kỹ năng cần thiết .",2,0
giảng viên giảng bài khó hiểu nên sinh viên tự học là chính .,0,0
"thầy nói nhiều , làm việc hơi thiếu chuyên nghiệp , cho học quá nhiều quá lâu dưới trời nắng nóng , tập luyện quá sức , mong thầy giảm bớt thời lượng học lại ạ .",0,0
"thầy rất sôi nổi trong giảng dạy , em rất thích phong cách dạy của thầy .",2,0
"không hài lòng , dạy cái gì cũng sơ sài , sinh viên hỏi sâu vô thì không biết , lảng tránh vấn đề .",0,0
"không đảm bào giờ học trên lớp , sinh viên hỏi trả lời không thỏa mãn theo yêu cầu .",0,1
em không hài với phương pháp dạy của thầy .,0,0
cần thêm code demo hướng dẫn phương pháp .,0,1
sinh viên hoàn toàn tự học .,2,1
quá mất thời gian cho những buổi thực hành đầu tiên .,0,0
giảng viên cần bồi bổ thêm sức khỏe colonsmile .,0,3
"dạy hay , hiệu quả .",2,0
đôi khi diễn đạt khó hiểu .,0,0
thầy có khả năng truyền đạt kiến thức tốt .,2,0
"giáo viên dạy rất hay , tâm huyết .",2,0
có demo trên máy tính khi giảng dạy giúp sinh viên dễ hiểu .,2,0
"giảng khó hiểu , không có tâm .",0,0
"giáo viên giảng dạy không hề dễ hiểu , không truyền đạt được kiến thức .",0,0
cho bài tập mỗi tuần .,1,0
một số giáo viên lướt bài qua nhanh và có những phần chưa học tới .,0,0
thầy dạy nhiệt huyết và truyền đạt tất cả những gì thầy biết .,2,0
"tích cực , nhiệt tình giảng dạy .",2,0
hơi khó hiểu ạ .,0,0
thêm thời lượng môn học .,0,1
thầy wzjwz247 đôi lúc nhìn hơi bị bí hiểm em cảm thấy sợ vì điều này .,0,0
thầy vui tính và nhiệt tình .,2,0
cách dạy hơi nhanh .,0,0
khả năng nói tiếng anh tốt .,2,3
"thầy dạy rất hay , nhiệt tình và dễ hiểu .",2,0
giảng viên rất gần gũi và giúp đỡ sinh viên .,2,0
"cần giảng kỹ hơn phần lý thuyết , đi sâu chậm hơn một chút .",0,0
kiến thức còn kỳ kỳ .,0,1
sắp xếp thời gian nghĩ và dạy bù tốt .,2,0
cô dạy hơi nhanh về ngữ pháp .,0,0
"bởi học kỳ này tiết học thực hành của môn học bị trễ nhiều tuần , giảng viên thực hành phải đắp giờ học bù và bài tập nhiều hơn dự kiến .",0,1
thầy wzjwz313 dạy rất nhiệt tình còn thầy wzjwz314 chưa giảng giải kỹ lắm và một số thao tác của thầy wzjwz314 còn hơi nâng cao với tụi em .,0,0
"cô dạy hơi khó hiểu , dạy nhanh .",0,0
"thầy rất nhiệt tình nhưng nhiều lúc giải bài tập hơi nhanh , đối với em thấy vậy .",0,0
"tiết học vui nhộn , thú vị tạo cảm giác thoải mái khi học tập .",2,1
nên thống nhất hình thức thi thực hành của môn học .,0,1
"tiết học thiếu không khí vui tươi , nhiệt tình từ sinh viên .",0,1
"dễ hiểu , dễ tiếp thu .",2,0
em mong muốn sẽ cho sinh viên được thực hành nhiều hơn để có thể áp dụng những kiến thức trong học tập vào đời sống hằng ngày .,0,1
"giảng dạy tỉ mỉ , tận tình .",2,0
"mong khi lên lớp thầy tập trung vào môn học hơn , không đưa ra những ví dụ lạc đề và những chuyện không liên quan trong giờ học .",0,0
"rất chăm lo cho sinh viên , nhiệt tình .",2,0
"cần có các phần mềm , thiết bị mô phỏng những bài lý thuyết đã học để sinh viên có được một cái nhìn trực quan , sinh động và dễ hiểu hơn .",0,2
thầy cứ mặc định học sinh thông minh .,0,0
nâng cao cơ sở vật chất .,0,2
lý thuyết đi nhanh làm tụi em hiểu bài dựa trên ví dụ .,0,1
cách tính điểm chưa công bằng cho các thành viên trong nhóm đồ án .,0,1
"vì phòng học lớn , chất lượng không hiệu quả .",2,2
thà sinh viên ở nhà tự thực hành vui hơn .,0,1
"khó tiếp thu , trình bày quá nhanh không kịp nghe .",0,0
cô wzjwz45 dạy hay !,2,0
nên tăng thêm nguồn tài liệu cho sinh viên tiếp cận .,0,1
chỉ giải đáp thắc mắc cho một bạn mà không nói cho các bạn xung quanh biết về thắc mắc đó .,2,0
biết thêm nhiều thông tin bổ ích .,2,3
nâng cao chất lượng cơ sở vật chất .,0,2
"em có phản ánh thế này doubledot thực hành là học cách tuần , trong khi đó thì bài thực hành mỗi tuần mỗi khác .",0,1
lịch học bù đôi khi cập nhật trễ .,0,1
"truyền đạt chưa mạch lạc , rõ ràng , đôi khi còn nhầm lẫn .",0,0
"giảng viên lý thuyết giảng bài không được hay , dễ gây buồn ngủ , không có gì đặc biệt ngoài việc chỉ toàn đọc lý thuyết từ trong slide ra .",0,0
giảng dạy hơi nhanh .,0,0
nâng cao chất lượng phòng học và các trang thiết bị hỗ trợ .,0,2
"đôi khi còn khô cứng , hay giảng dạy thuật toán qua code .",0,0
dễ gây buồn ngủ .,0,0
"rất tận tâm và nhiệt tình trong công việc giảng dạy , em rất ấn tượng với cô .",2,0
em nghĩ nên có giờ giao tiếp bằng tiếng anh riêng cho sinh viên để cải thiện được khả năng giao tiếp của sinh viên .,0,1
"em không hài lòng về thời gian lên lớp đúng giờ của thầy , sau đợt học quân đội mấy tuần liền sinh viên bọn em tới học rồi chờ hơn 1 tiếng rồi về .",0,0
"thầy giảng bài rất chi tiết , rất tận tâm !",2,0
"cô xinh , dạy có tâm , thương học sinh .",2,0
có thể hai thầy chưa nhất quán được nội dung phần thực hành .,0,1
thầy trẻ mới ra trường nên rất nhiệt tình .,2,0
thầy dạy nhiệt tình có nhiều tiết bài tập cho sinh viên .,2,0
"cách dạy rất buồn ngủ , không tạo được hung thú cho sinh viên .",0,0
"nên khuyến khích mấy môn khác đều như môn này , thầy có đọc được ý kiến này thì thầy nói mấy thầy trong khoa cứ cho đồ án sinh viên làm , khỏi làm mấy bài lab chi cả , chán òm mà có hiểu được gì đâu .",0,0
"nhưng đổi lại khi được học với thầy thì lại là cảm giác khác , áp lực , thiếu tự tin , mệt mỏi , sau mỗi buổi học là một cơn đau đầu kéo dài .",0,0
dạy khá là nhiệt tình .,2,0
"rồi trong thời gian sinh viên báo cáo thì không lắng nghe và góp ý , mà hỏi những câu ví dụ như doubledot "" chỉ có vậy thôi hả ? còn gì nữa không ? dotdotdot "" .",0,0
thầy dạy hay kêu sinh viên uống bia !,0,0
"nói khó nghe , diễn đạt khó hiểu .",0,0
giảng viên cần chú ý nhiều vào phân bổ thời lượng giảng dạy .,0,0
"phòng thực hành có rất nhiều máy bị hư hỏng , chúng em không thể sử dụng chuột được , visual thì phiên bản cũ quá , không còn phù hợp cho học tập nữa .",0,2
thầy đọc slide nhiều hơn là giảng .,0,0
giáo viên thường xuyên luyện kỹ năng nghe và nói .,2,0
lo lắng cho học sinh .,2,0
giáo viên cho xem các bộ phim tiếng anh giúp trau dồi kỹ năng nghe rất hữu ích .,2,0
"chất lượng môn học khá tốt , giảng viên truyền đạt cho sinh viên nhiều kỹ năng có ích , phòng máy đảm bảo về số lượng máy cho sinh viên .",2,3
"thầy dạy hay , dễ hiễu .",2,0
"giảng dạy tận tình , đầy nhiệt huyết .",2,0
tài liệu chính thức của trường chưa có .,0,1
cần cung cấp nhiều tài liệu .,0,0
giảng viên vui tính .,2,0
thầy rất quan tâm đến sinh viên .,2,0
"giảng dễ hiểu , nội dung đầy đủ .",2,0
"thầy quá thụ động , ít ra là người thầy phải năng động chứ .",0,0
chú tâm đến sinh viên .,2,0
"cô dễ thương , dạy dễ hiểu , nhiệt tình với học sinh .",2,1
đã rất tốt .,2,3
"thầy dạy khá hay và dễ hiểu , em rất hài lòng về môn học do thầy wzjwz115 dạy , em xin cảm ơn .",2,0
số lượng sinh viên nên giảm xuống khoảng 10 người fraction lớp .,0,1
giọng nói nhỏ nhưng giảng viên không chịu sử dụng micro làm khó nghe hơn .,0,0
"thầy giáo thân thiện , giảng dạy nhiệt tình , khá dễ hiểu .",2,0
nói quá nhanh !,0,0
"giảng hay , giảng viên vui tính , nhiệt tình .",2,0
đồ án lập trình cần giao ngay đầu học kỳ để sinh viên có thể sắp xếp đầu tư .,0,1
"giảng viên thoải mái , giảng dạy tận tâm .",2,0
giảng bài vài giải bài quá nhanh .,0,0
nghỉ học quá nhiều .,0,0
không được luyện tập nhiều về các kỹ năng .,0,1
"giảng viên gợi ý , định hướng cho sinh viên từ đồ án chuyên ngành đến khoá luận tốt nghiệp .",2,0
chưa tương tác tốt với sinh viên qua e-mail .,0,0
"rất nhiệt tình vì học sinh , giảng dạy rất hay và hiệu quả .",2,0
ít nhiệt tình trong việc hỗ trợ sinh viên làm đồ án .,0,0
cô thường xuyên lên lớp muộn khiến học sinh phải đợi cô .,0,0
triệu like cho thầy !,2,0
"lên lớp trễ , nghỉ không thấy thông báo .",0,0
"để cải tiến chất lượng môn học , em hi vọng nhà trường tăng thời lượng cho môn này , vì thực sự môn này còn nhiều vấn đề nhưng không đủ thời gian để dạy .",0,1
đề nghị thầy đừng nghỉ nhiều quá mất bài của chúng em .,0,2
"bài tập đa dạng , mức độ khó dễ khác nhau .",2,1
thầy chỉ hướng dẫn cách làm bài mặc dù sinh viên không hiểu bản chất của vấn đề .,0,0
số lượng buổi học hơi ít so với nội dung thực hành .,0,1
thầy dạy chán chưa thu hút học sinh .,0,0
thu hút sinh viên .,2,0
"trình độ chuyên môn cao , quan tâm nhiều đến sinh viên .",2,0
cung cấp đủ tài liệu để sinh viên tự nghiên cứu .,2,0
"thầy giáo sôi nổi truyền đạt kiến thức tốt , gần gũi với học sinh , vui vẻ .",2,0
"cô sẵn sàng giải đáp mọi thắc mắc nhanh nhất có thể , luôn tìm hiểu kỹ nội dung để có thể dạy tốt nhất .",2,0
"em thấy bất cập là khi giải bài trên bảng ở giảng đường 1 , khoảng cách thì xa trong khi chữ viết của sinh viên lại rất mờ và nhỏ , khó có thể thấy rõ .",0,2
"dạy dễ hiểu , học sinh tiếp thu tốt .",2,0
tận tình của giáo viên .,2,0
bài tập về nhà mức hơi khó .,0,1
cần giáo trình và bài tập .,0,1
chu đáo nhiệt tình .,2,0
thái độ giảng dạy của giáo viên khá tốt .,2,0
mọi thứ .,1,3
thầy dạy chủ yếu chứng minh công thức có sẵn nên hay mất thời gian và không đưa ra trọng tâm cho sinh viên học !,0,0
không đảm bảo giờ giấc lên lớp .,0,0
"giảng viên nhiệt tình , tận tâm với công việc .",2,0
nên cung cấp cho sinh viên nhiều kiến thức thực tế qua các bài tập và thực hành .,0,1
"nhiệt tình dạy dễ hiểu , thân thiện hài hước .",2,0
giảng viên dạy rất chi tiết và nhiệt tình dành nhiều thời gian giải thích thắc mắc cho sinh viên .,2,0
"sau mỗi phần lý thuyết thầy đều cho bài tập , bài học trở nên rất dễ hiểu và tạo cơ hội cho sinh viên áp dụng những kiến thức vừa được học .",2,0
cô dạy siêu dễ thương .,2,0
em không hài lòng về cách dạy .,0,0
"đặc biệt là khi kiểm tra nghe cuối kỳ , có thể ví von âm thanh với máy nổ .",0,2
mong thầy càng giảng dạy tốt hơn cho đến sau này !,0,0
thầy dạy khá nhanh và khá khó hiểu .,0,0
"thầy wzjwz318 dễ thương , thân thiện với sinh viên , giảng bài dễ hiểu .",2,0
khả năng truyền đạt tốt và hướng dẫn cụ thể cho sinh viên .,2,0
cô có tâm huyết với nghề .,2,0
thân thiện .,2,0
vấn đề điểm kiểm tra cuối kỳ gây nhiều tranh cãi trong sinh viên .,0,1
"các ví dụ về định nghĩa , giao thức , tổ chức mạng của thầy rất gần gũi và dễ hiểu .",2,0
em hoàn toàn hài lòng về phương pháp giảng dạy của cô .,2,0
điểm danh đủ các buổi để tạo công bằng cho sinh viên .,2,1
"thầy giáo giảng dạy vui vẻ , áp dụng thực tế .",2,0
thầy wzjwz63 đưa ra những đề tài rất hay .,2,0
giờ thực hành được tăng cường nhiều hơn nữa .,0,1
thầy rất đẹp trai colonsmile .,2,0
thầy dạy rất nhiệt tình và tận tâm chỉ bảo sinh viên .,2,0
"thầy dạy cũng được , có kể vài câu chuyện về kỹ năng sống .",2,0
"giảng viên nhiệt tình , giảng giải lý thuyết rõ ràng .",2,0
thầy wzjwz83 cần nâng cao sự am hiểu về môn học để phục vụ giảng dạy .,0,0
"cho nghiên cứu nhiều đề tài khoa học hay , bổ ích .",2,0
giáo viên dạy rất tốt !,2,0
thực hành hình thức 2 giảng viên cần sử dụng thời gian của môn học có hiệu quả và ý nghĩa với học viên .,0,1
cách này không phù hợp với môn học .,0,1
hài lòng nhất là đúng giờ .,2,0
phát âm tốt và sữa sai khi sinh viên phát âm hoặc viết sai ngữ pháp .,0,0
nên dạy thực tế hơn một chút và máy chiếu nên rõ hơn .,0,2
có sự thay đổi giảng viên trong quá trình học làm sinh viên không thích ứng kịp trong quá trình báo cáo làm các bài báo cáo trong thời gian đó nộp không đúng hạn bị trừ điểm .,0,0
"đọc slide xong cũng hết giờ và coi như kiến thức đó đã được "" nạp "" .",0,1
một số giảng viên khác nên có một số điều giống như cô .,2,0
"giảng viên thường xuyên không đến lớp mà không thông báo nghỉ học , ảnh hưởng đến hoạt động học tập của sinh viên , vì vậy nhà trường nên nhắc nhở giảng viên về vấn đề này .",0,0
"hướng dẫn tận tiện cho sinh viên về nghề nghiệp tương lai , truyền đạt tốt .",2,0
"giảng viên nhiệt tình , có các hoạt động mang tính làm việc nhóm rất cao .",2,0
"cô giảng nhiệt tình , không gây cảm giác áp lực hay cảm giác chán !",2,0
tụi em cũng là người đóng học phí mà .,0,3
làm nhiều bài tập .,0,1
áp dụng .,1,1
đồ án quá khó so với sức của sinh viên .,0,1
"quá trình giảng dạy luôn lấy ví dụ từ thực tiễn , hài hước tạo nên hứng thú cho sinh viên !",2,0
lớp này không phải wzjwz124 hướng dẫn thực hành .,0,3
"cô dạy dễ hiểu , tận tình .",2,0
môn này là môn em đi học nhiều nhất .,2,3
cô dạy còn hơi nhanh nhưng tụi em vẫn hiểu .,1,0
cách diễn đạt của thầy hay nhưng chưa tạo cảm giác hứng thứ với người nghe .,0,0
thực ra em hiểu không nhiều thầy quá đi sâu vào lý thuyết .,0,0
"điều quan trọng là rất chật mà lớp thì đông , làm thầy phải chia ca và có bạn phải làm bài tập ngoài hành lang sau đó mới vào nộp .",0,2
"không ít bộ phận giảng viên dạy không đúng giờ , hoặc nghỉ dạy đột suất .",0,0
chương trình học quá nhiều và nhiều phần không cần thiết .,0,1
liên hệ thực tế đến các môn lập trình .,0,1
"em cảm giác như môn vừa học là "" nhập môn lisp và prolog "" .",0,1
giảng viên chưa phân chia nhóm thực hành hợp lý .,0,0
cho điểm thấp .,0,0
có cung cấp kiến thức liên quan nhiều hơn so với khi học lý thuyết .,2,0
"giảng viên nhiệt tình , phương pháp dạy khá hay .",2,0
bài tập còn khó so với lớp yếu tiếng anh .,0,1
"đi dạy đúng giờ , dễ hiểu .",2,0
cô dạy nhiệt tình hay liên hệ thêm thực tiễn .,2,0
em chỉ có ý kiến là các trang thiết bị trong các phòng học anh văn như vậy là chưa đảm bảo .,0,2
"tháng học 4 ngày , nghỉ 3 ngày , bù thì trùng lịch 1 lúc 3 môn bắt buộc nghỉ rớt môn .",0,3
nên bổ sung phần lập trình socket ạ !,0,1
đảm bảo thời gian .,1,0
"thầy dạy rất có tâm , dễ hiểu .",2,0
cho làm bài kiểm tra thử trước khi thi .,2,1
thầy hiền .,2,0
từ đó bọn em khó mà có được nhiều kiến thức về môn học này .,0,3
cho cực kỳ nhiều bài và cực kỳ khó luôn .,0,0
không quan tâm đến học sinh .,0,0
"giáo viên dạy rất dễ tiếp thu , ngoài ra còn bổ sung kiến thức kiến anh .",2,0
môn này nếu được thực hành nhiều sẽ đảm bảo chất lượng hơn các bạn sinh viên tự tìm tòi cũng được nhưng sẽ tốt hơn nếu có người hướng dẫn .,0,1
"giảng viên dạy rất tốt , nhiệt tình , khả năng sư phạm cao .",2,0
giảng viên đi trễ nhiều lần .,0,0
"khả năng truyền đạt tốt , hay .",2,0
"giảng viên giảng bài dễ hiểu , vui tính , nhiệt tình .",2,0
đây liệu có phải là chuyên môn nghề nghiệp của ngành công nghệ thông tin chúng ta .,0,3
mọi thứ thầy dạy rất mơ hồ .,0,0
"giảng viên rất nhiệt tình , giảng dạy tốt , dễ hiểu .",2,0
thầy luôn quan tâm đến các khó khăn mà sinh viên gặp phải và giúp đỡ sinh viên giải quyết tận tâm và nhiệt tình .,2,0
"giáo viên vui tính , nhiệt tình .",2,0
"giáo viên đến rất sớm , dạy nhiệt tình .",2,0
"cô nhiệt tình , đáng yêu , cân nhắc học trò khi học trò còn thiếu hụt kỹ năng làm việc , cô còn dành thời gian nghỉ trưa để cho nhóm làm báo cáo bù .",2,0
giảng viên nên tập trung vào các phần kỹ năng của sinh viên .,0,0
"những bài lab cuối thầy cũng dễ tính hơn , sử dụng thời gian trên lớp hợp lý hơn .",2,0
giúp cho sinh viên trao dồi thêm rất nhiều kỹ năng đặc biệt là kỹ năng làm việc nhóm .,2,3
"cô dạy nhiệt tình , trả lời đầy đủ các câu hỏi .",2,0
thầy điểm danh nhiều quá ạ colonsmile .,0,0
"môn học nên có hình thức và báo cáo khác nhẹ hơn , vì đây là môn nhập môn .",0,1
"thầy nóng tính , đối với sinh viên có thể lâu lâu đùa giỡn ( chấp nhận được ) để thoải mái dễ tiếp thu bài học những thầy không cho phép điều đó .",2,0
đảm bảo giờ giấc .,2,0
"tận tình , giảng bài dễ hiểu .",2,0
thầy giảng bài rất nhiệt tình và quan tâm đến sinh viên .,2,0
cô nên cập nhật lại kiến thức mới nhất trong slide bài giảng .,0,0
thầy giảng dạy rất nhiệt tình và cách giảng dạy rất dễ hiểu .,2,0
"thầy rất nhiệt tình , hòa đồng với sinh viên .",2,0
đã hoàn hảo .,2,3
cần thầy công bố điểm các bài kiểm tra sớm hơn nữa .,0,0
giáo viên truyền đạt kiến thức tốt .,2,0
cần những giờ học sôi động hơn không học thuật quá nhiều .,0,1
không có ạ !,1,3
quan tâm tận tình đến sinh viên .,2,0
"thầy dạy tốt , dễ hiểu .",2,0
đề làm thực hành thực sự chỉ dễ cho giảng viên .,0,1
"thầy trẻ , phong cách giảng dạy có phần cởi mở hơn .",2,0
em xin cảm ơn những buổi học quý báu của thầy .,2,0
"phần giảng về phần lý thuyết rất kỹ , bài tập cũng hay .",2,0
"dạy tốt , truyền đạt hay .",2,0
cần giảm tải số lượng bài học trong mỗi tiết học .,0,1
sử dụng thời gian học không hiệu quả .,0,0
thầy dạy hay vui và ví dụ chi tiết .,2,0
dạy cực kỳ đúng giờ !,2,0
"chấm điểm đồ án không thực sự tỉ mỉ , chưa có tính chính xác đối với những trường hợp không hề hiểu code mà vẫn có điểm .",0,0
"thưa , em rất hài lòng về các buổi học và sự hài hước của thầy .",2,0
nhiệt tình giảng dạy truyền đạt kiến thức .,2,0
"giảng viên dạy nhiệt tình , tận tâm .",2,0
"có thể cho nhiều bài tập , và có giờ sửa chữa bài tập trên lớp riêng .",0,1
hẹn gặp lại cô sau 2 học kỳ nữa .,2,0
giảng viên truyền đạt dài dòng .,0,0
hi vọng giảng viên đưa ra những ví dụ cụ thể để sinh viên nắm được những điều cơ bản trước khi giải bài tập .,0,0
