row_id,id,text,language_style,aspect,entity,attribute,aspect_label,sentiment,sentiment_label,is_irony,surface_sentiment,irony_type,confidence,is_augmented,source
vsfc_00484_0,vsfc_00484,The university's facilities are well-maintained.,formal,FACILITIES#Classroom,FACILITIES,Classroom,11,positive,2,FALSE,positive,,0.95,FALSE,vsfc_reannotated
vsfc_00485_0,vsfc_00485,I enjoyed the variety of teaching methods used in the curriculum.,formal,LECTURER#Teaching_Skill,LECTURER,Teaching_Skill,0,positive,2,FALSE,positive,,0.95,FALSE,vsfc_reannotated
vsfc_00486_0,vsfc_00486,Giáo viên rất nhiệt tình và giúp đỡ sinh viên trong quá trình học tập.,formal,LECTURER#Behavior,LECTURER,Behavior,3,positive,2,FALSE,positive,,0.98,FALSE,vsfc_reannotated
vsfc_00486_1,vsfc_00486,Giáo viên rất nhiệt tình và giúp đỡ sinh viên trong quá trình học tập.,formal,LECTURER#Support,LECTURER,Support,4,positive,2,FALSE,positive,,0.98,FALSE,vsfc_reannotated
vsfc_00487_0,vsfc_00487,Giảng viên luôn mong muốn sinh viên học tập có cho chính mình lợi ích.,colloquial,LECTURER#Behavior,LECTURER,Behavior,3,positive,2,FALSE,positive,,0.9,FALSE,vsfc_reannotated
vsfc_00488_0,vsfc_00488,Trường không đảm bảo tính bảo mật của thông tin cá nhân của sinh viên.,formal,FACILITIES#Platforms,FACILITIES,Platforms,12,negative,0,FALSE,negative,,0.95,FALSE,vsfc_reannotated
vsfc_00489_0,vsfc_00489,Anh ấy có tính cách trưởng thành và kiên cường.,formal,LECTURER#Behavior,LECTURER,Behavior,3,positive,2,FALSE,positive,,0.95,FALSE,vsfc_reannotated
vsfc_00490_0,vsfc_00490,Thầy rất giỏi trong việc giải thích những khái niệm phức tạp theo cách dễ hiểu nhất.,colloquial,LECTURER#Teaching_Skill,LECTURER,Teaching_Skill,0,positive,2,FALSE,positive,,0.99,FALSE,vsfc_reannotated
vsfc_00491_0,vsfc_00491,Anh ấy là người có tài năng và luôn cố gắng hoàn thành mọi việc tốt nhất.,formal,COURSE#Curriculum,COURSE,Curriculum,5,positive,2,FALSE,positive,,0.95,FALSE,vsfc_reannotated
vsfc_00492_0,vsfc_00492,Bạn của tôi là người rất duyên dáng và sành điệu.,colloquial,OTHERS#General,OTHERS,General,13,neutral,1,FALSE,neutral,,0.93,FALSE,vsfc_reannotated
vsfc_00493_0,vsfc_00493,"Phòng học quá nóng, không có quạt hay điều hòa.",formal,FACILITIES#Classroom,FACILITIES,Classroom,11,negative,0,FALSE,negative,,0.98,FALSE,vsfc_reannotated
vsfc_00494_0,vsfc_00494,Giảng viên này thường giải thích tình huống không rõ ràng cho sinh viên.,formal,LECTURER#Teaching_Skill,LECTURER,Teaching_Skill,0,negative,0,FALSE,negative,,0.97,FALSE,vsfc_reannotated
vsfc_00495_0,vsfc_00495,Các giáo viên không cho phép các câu hỏi hoặc không có sự trao đổi giữa sinh viên và giảng viên trong lớp học.,formal,LECTURER#Behavior,LECTURER,Behavior,3,negative,0,FALSE,negative,,0.96,FALSE,vsfc_reannotated
vsfc_00496_0,vsfc_00496,Bạn ấy không chịu trách nhiệm cho những lỗi của mình và cố tình đổ lỗi cho người khác.,colloquial,COURSE#Curriculum,COURSE,Curriculum,5,negative,0,FALSE,negative,,0.93,FALSE,vsfc_reannotated
vsfc_00497_0,vsfc_00497,Anh ta rất thiếu đạo đức khi sao chép bài tập của người khác mà không hề nhận lỗi.,formal,COURSE#Curriculum,COURSE,Curriculum,5,negative,0,FALSE,negative,,0.94,FALSE,vsfc_reannotated
vsfc_00498_0,vsfc_00498,Cô bạn đồng học này có khả năng giao tiếp tốt và tạo ra những ý tưởng mới lạ.,colloquial,OTHERS#General,OTHERS,General,13,positive,2,FALSE,positive,,0.9,FALSE,vsfc_reannotated
vsfc_00499_0,vsfc_00499,Môn học trong chương trình đào tạo được giảng dạy bởi những giáo viên giỏi và có chuyên môn cao.,formal,LECTURER#Behavior,LECTURER,Behavior,3,positive,2,FALSE,positive,,0.95,FALSE,vsfc_reannotated
vsfc_00500_0,vsfc_00500,Trường cung cấp nhiều điện thoại công cộng tại khuôn viên.,formal,OTHERS#General,OTHERS,General,13,positive,2,FALSE,positive,,0.94,FALSE,vsfc_reannotated
vsfc_00501_0,vsfc_00501,Trưởng bộ môn rất tận tâm và thực hiện đúng nhiệm vụ.,formal,LECTURER#Behavior,LECTURER,Behavior,3,positive,2,FALSE,positive,,0.96,FALSE,vsfc_reannotated
vsfc_00502_0,vsfc_00502,"Chương trình học mang tính ứng dụng cao, giúp tôi triển khai các kiến thức kiểu mới vào công việc của mình.",colloquial,COURSE#Curriculum,COURSE,Curriculum,5,positive,2,FALSE,positive,,0.95,FALSE,vsfc_reannotated
vsfc_00503_0,vsfc_00503,Ông đòi hỏi quá nhiều sự công bằng từ học sinh mà không tự áp dụng vào bản thân.,formal,LECTURER#Behavior,LECTURER,Behavior,3,negative,0,FALSE,negative,,0.93,FALSE,vsfc_reannotated
vsfc_00504_0,vsfc_00504,Anh ấy là một người học tập tích cực và đam mê trong việc tìm hiểu kiến thức mới.,formal,LECTURER#Knowledge,LECTURER,Knowledge,1,positive,2,FALSE,positive,,0.92,FALSE,vsfc_reannotated
vsfc_00505_0,vsfc_00505,Các phòng thí nghiệm của trường đầy đủ các thiết bị cần thiết cho việc nghiên cứu.,formal,FACILITIES#Classroom,FACILITIES,Classroom,11,positive,2,FALSE,positive,,0.8,FALSE,vsfc_reannotated
vsfc_00506_0,vsfc_00506,"Các phòng học quá ồn ào và nhanh chóng, không thể để học sinh tập trung vào khi học tập.",formal,FACILITIES#Classroom,FACILITIES,Classroom,11,negative,0,FALSE,negative,,0.9,FALSE,vsfc_reannotated
vsfc_00507_0,vsfc_00507,Cần sử dụng các phương tiện giáo dục hiện đại để truyền đạt kiến thức.,formal,LECTURER#Teaching_Skill,LECTURER,Teaching_Skill,0,neutral,1,FALSE,neutral,,0.7,FALSE,vsfc_reannotated
vsfc_00507_1,vsfc_00507,Cần sử dụng các phương tiện giáo dục hiện đại để truyền đạt kiến thức.,formal,OTHERS#Recommendation,OTHERS,Recommendation,14,neutral,1,FALSE,neutral,,0.7,FALSE,vsfc_reannotated
vsfc_00508_0,vsfc_00508,"Trường có nhiều phòng học đa chức năng, giúp tôi thực hành và nghiên cứu tốt hơn.",formal,FACILITIES#Classroom,FACILITIES,Classroom,11,positive,2,FALSE,positive,,0.8,FALSE,vsfc_reannotated
vsfc_00509_0,vsfc_00509,Anh ta thường xuyên hành xử khó chịu và không bao giờ có lời biện minh cho việc mình làm.,colloquial,LECTURER#Behavior,LECTURER,Behavior,3,negative,0,FALSE,negative,,0.9,FALSE,vsfc_reannotated
vsfc_00510_0,vsfc_00510,Giáo viên này thường xuyên than phiền về sự thiếu tôn trọng của sinh viên đối với giáo viên.,formal,LECTURER#Behavior,LECTURER,Behavior,3,negative,0,FALSE,negative,,0.8,FALSE,vsfc_reannotated
vsfc_00511_0,vsfc_00511,"Giảng viên này không dạy đúng kiến thức, tôi cảm thấy học vô ích.",formal,LECTURER#Knowledge,LECTURER,Knowledge,1,negative,0,FALSE,negative,,0.9,FALSE,vsfc_reannotated
vsfc_00512_0,vsfc_00512,Giảng viên của tôi thường đưa ra các thông tin bổ sung và bổ sung kiến ​​thức cho sinh viên để giúp tối ưu hóa công việc học tập của họ.,formal,LECTURER#Knowledge,LECTURER,Knowledge,1,positive,2,FALSE,positive,,0.85,FALSE,vsfc_reannotated
vsfc_00512_1,vsfc_00512,Giảng viên của tôi thường đưa ra các thông tin bổ sung và bổ sung kiến ​​thức cho sinh viên để giúp tối ưu hóa công việc học tập của họ.,formal,LECTURER#Teaching_Skill,LECTURER,Teaching_Skill,0,positive,2,FALSE,positive,,0.85,FALSE,vsfc_reannotated
vsfc_00513_0,vsfc_00513,"Học phí tăng một cách không đáng kể, không đáp ứng giá trị của chương trình đào tạo.",formal,COURSE#Curriculum,COURSE,Curriculum,5,negative,0,FALSE,negative,,0.7,FALSE,vsfc_reannotated
vsfc_00514_0,vsfc_00514,"Các phòng họp đều được trang bị toàn bộ thiết bị, giúp cho sinh viên tổ chức các hoạt động ngoại khoá đạt hiệu quả cao nhất.",formal,FACILITIES#Classroom,FACILITIES,Classroom,11,positive,2,FALSE,positive,,0.95,FALSE,vsfc_reannotated
vsfc_00515_0,vsfc_00515,Cơ sở vật chất của trường được trang bị hiện đại và chất lượng.,formal,FACILITIES#Classroom,FACILITIES,Classroom,11,positive,2,FALSE,positive,,0.9,FALSE,vsfc_reannotated
vsfc_00516_0,vsfc_00516,"Hệ thống điện không ổn định, gây ra nhiều trở ngại trong quá trình giảng dạy.",formal,FACILITIES#Classroom,FACILITIES,Classroom,11,negative,0,FALSE,negative,,0.8,FALSE,vsfc_reannotated
vsfc_00517_0,vsfc_00517,Tôi không thể chịu được sự ngạo mạn của anh ta.,formal,LECTURER#Behavior,LECTURER,Behavior,3,negative,0,FALSE,negative,,0.9,FALSE,vsfc_reannotated
vsfc_00518_0,vsfc_00518,Họ có khả năng hợp tác tốt trong các hoạt động đoàn thể của trường.,formal,LECTURER#Behavior,LECTURER,Behavior,3,positive,2,FALSE,positive,,0.7,FALSE,vsfc_reannotated
vsfc_00519_0,vsfc_00519,. Giảng viên đưa ra nhiều ví dụ để sinh viên dễ hiểu và lưu giữ kiến thức lâu dài,formal,LECTURER#Teaching_Skill,LECTURER,Teaching_Skill,0,positive,2,FALSE,positive,,0.9,FALSE,vsfc_reannotated
vsfc_00520_0,vsfc_00520,Thầy luôn đưa ra những ví dụ cụ thể và minh hoạ để giúp sinh viên hiểu bài tập.,colloquial,LECTURER#Teaching_Skill,LECTURER,Teaching_Skill,0,positive,2,FALSE,positive,,0.95,FALSE,vsfc_reannotated
vsfc_00521_0,vsfc_00521,Môn học giúp tôi học được nhiều kinh nghiệm và kỹ năng cần thiết cho công việc của mình.,colloquial,COURSE#Curriculum,COURSE,Curriculum,5,positive,2,FALSE,positive,,0.9,FALSE,vsfc_reannotated
vsfc_00522_0,vsfc_00522,Cần tăng cường giải pháp hỗ trợ các sinh viên có hoàn cảnh khó khăn.,formal,OTHERS#Recommendation,OTHERS,Recommendation,14,neutral,1,FALSE,neutral,,0.95,FALSE,vsfc_reannotated
vsfc_00523_0,vsfc_00523,Cô giáo này thỉnh thoảng hiển thị những biểu hiện thông minh và châm biếm với sinh viên.,colloquial,LECTURER#Behavior,LECTURER,Behavior,3,negative,0,FALSE,negative,,0.85,FALSE,vsfc_reannotated
vsfc_00524_0,vsfc_00524,The university provides adequate facilities for students.,formal,FACILITIES#Classroom,FACILITIES,Classroom,11,positive,2,FALSE,positive,,0.9,FALSE,vsfc_reannotated
vsfc_00525_0,vsfc_00525,Học phí hợp lý,formal,OTHERS#General,OTHERS,General,13,positive,2,FALSE,positive,,0.9,FALSE,vsfc_reannotated
vsfc_00526_0,vsfc_00526,Anh ấy luôn có những ý tưởng khác biệt với những người khác trong nhóm.,formal,COURSE#Curriculum,COURSE,Curriculum,5,neutral,1,FALSE,neutral,,0.8,FALSE,vsfc_reannotated
vsfc_00527_0,vsfc_00527,Giáo viên hỗ trợ học sinh tốt.,formal,LECTURER#Support,LECTURER,Support,4,positive,2,FALSE,positive,,1,FALSE,vsfc_reannotated
vsfc_00528_0,vsfc_00528,Chương trình học không tạo sự kết nối giữa các môn học.,formal,COURSE#Curriculum,COURSE,Curriculum,5,negative,0,FALSE,negative,,1,FALSE,vsfc_reannotated
vsfc_00529_0,vsfc_00529,Mấy bạn ấy thường chỉ tập trung vào lợi ích cá nhân mà không quan tâm đến công việc của nhóm.,colloquial,COURSE#Assignments,COURSE,Assignments,8,negative,0,FALSE,negative,,0.95,FALSE,vsfc_reannotated
vsfc_00530_0,vsfc_00530,"Thầy hướng dẫn sinh viên đọc hiểu và phân tích bài văn, giúp sinh viên nâng cao khả năng đọc hiểu và viết tốt hơn.",colloquial,LECTURER#Teaching_Skill,LECTURER,Teaching_Skill,0,positive,2,FALSE,positive,,1,FALSE,vsfc_reannotated
vsfc_00531_0,vsfc_00531,Thầy thường đưa ra những viễn cảnh không thực tế,colloquial,LECTURER#Teaching_Skill,LECTURER,Teaching_Skill,0,negative,0,FALSE,negative,,0.95,FALSE,vsfc_reannotated
vsfc_00532_0,vsfc_00532,Cô bạn này rất chăm chỉ học tập.,colloquial,OTHERS#General,OTHERS,General,13,positive,2,FALSE,positive,,0.9,FALSE,vsfc_reannotated
vsfc_00533_0,vsfc_00533,Nhà hàng và canteen của trường không đảm bảo vệ sinh của thực phẩm.,formal,FACILITIES#Classroom,FACILITIES,Classroom,11,negative,0,FALSE,negative,,0.9,FALSE,vsfc_reannotated
vsfc_00534_0,vsfc_00534,Thầy là một giảng viên rất giỏi trong việc truyền đạt kiến thức và kỹ năng cho sinh viên.,colloquial,LECTURER#Teaching_Skill,LECTURER,Teaching_Skill,0,positive,2,FALSE,positive,,0.98,FALSE,vsfc_reannotated
vsfc_00534_1,vsfc_00534,Thầy là một giảng viên rất giỏi trong việc truyền đạt kiến thức và kỹ năng cho sinh viên.,colloquial,LECTURER#Knowledge,LECTURER,Knowledge,1,positive,2,FALSE,positive,,0.98,FALSE,vsfc_reannotated
vsfc_00535_0,vsfc_00535,Tôi có cảm giác rằng anh ta không thật sự chăm chỉ trong việc học tập.,formal,COURSE#Curriculum,COURSE,Curriculum,5,negative,0,FALSE,negative,,0.9,FALSE,vsfc_reannotated
vsfc_00536_0,vsfc_00536,Tôi rất vui khi con đường học tập đang được thực hiện với những kiến thức mới mẻ và hiện đại.,formal,LECTURER#Behavior,LECTURER,Behavior,3,positive,2,FALSE,positive,,0.85,FALSE,vsfc_reannotated
vsfc_00537_0,vsfc_00537,"Thầy giảng dạy rất cụ thể và tỉ mỉ, giúp các em hiểu hết bài học một cách chính xác nhất.",colloquial,LECTURER#Teaching_Skill,LECTURER,Teaching_Skill,0,positive,2,FALSE,positive,,0.95,FALSE,vsfc_reannotated
vsfc_00538_0,vsfc_00538,Bạn của tôi rất chăm chỉ và luôn đúng giờ.,colloquial,COURSE#Curriculum,COURSE,Curriculum,5,neutral,1,FALSE,neutral,,0.7,FALSE,vsfc_reannotated
vsfc_00539_0,vsfc_00539,The curriculum allows for interdisciplinary studies.,formal,LECTURER#Behavior,LECTURER,Behavior,3,neutral,1,FALSE,neutral,,0.7,FALSE,vsfc_reannotated
vsfc_00540_0,vsfc_00540,Tôi rất cảm kích bạn của tôi đã chia sẻ những kiến ​​thức và kinh nghiệm vô cùng hữu ích với tôi.,colloquial,COURSE#Curriculum,COURSE,Curriculum,5,positive,2,FALSE,positive,,0.96,FALSE,vsfc_reannotated
vsfc_00541_0,vsfc_00541,Cô giảng viên giảng dạy rất thoải mái và thân thiện.,colloquial,LECTURER#Behavior,LECTURER,Behavior,3,positive,2,FALSE,positive,,0.97,FALSE,vsfc_reannotated
vsfc_00542_0,vsfc_00542,Cả lớp khó chịu với sự chuyên chú của cô ấy vào chuyện riêng tư khi đang giảng dạy.,colloquial,LECTURER#Behavior,LECTURER,Behavior,3,negative,0,FALSE,negative,,0.95,FALSE,vsfc_reannotated
vsfc_00543_0,vsfc_00543,"The university partners with other institutions worldwide, providing exchange programs for students to study abroad.",formal,OTHERS#General,OTHERS,General,13,positive,2,FALSE,positive,,0.94,FALSE,vsfc_reannotated
vsfc_00544_0,vsfc_00544,"The university has a good online library system, giving students access to a wide range of resources.",formal,FACILITIES#Platforms,FACILITIES,Platforms,12,positive,2,FALSE,positive,,0.96,FALSE,vsfc_reannotated
vsfc_00545_0,vsfc_00545,"Thầy/cô là người rất có tâm, luôn quan tâm đến tình hình học tập của các bạn sinh viên và giúp các bạn vượt qua khó khăn.",colloquial,LECTURER#Behavior,LECTURER,Behavior,3,positive,2,FALSE,positive,,0.96,FALSE,vsfc_reannotated
vsfc_00545_1,vsfc_00545,"Thầy/cô là người rất có tâm, luôn quan tâm đến tình hình học tập của các bạn sinh viên và giúp các bạn vượt qua khó khăn.",colloquial,LECTURER#Support,LECTURER,Support,4,positive,2,FALSE,positive,,0.96,FALSE,vsfc_reannotated
vsfc_00546_0,vsfc_00546,The university's fitness facility is helpful and accommodating.,formal,OTHERS#General,OTHERS,General,13,positive,2,FALSE,positive,,0.94,FALSE,vsfc_reannotated
vsfc_00547_0,vsfc_00547,Quá nhiều nhiễu động tại lớp học.,formal,FACILITIES#Classroom,FACILITIES,Classroom,11,negative,0,FALSE,negative,,0.95,FALSE,vsfc_reannotated
vsfc_00548_0,vsfc_00548,Trường đại học có những khuôn viên xanh rất đẹp và thoáng mát.,formal,OTHERS#General,OTHERS,General,13,positive,2,FALSE,positive,,0.94,FALSE,vsfc_reannotated
vsfc_00549_0,vsfc_00549,Những bài kiểm tra và đánh giá đầy thử thách trong chương trình đào tạo giúp tôi trở nên chuyên nghiệp hơn.,formal,ASSESSMENT#Exams,ASSESSMENT,Exams,10,positive,2,FALSE,positive,,0.96,FALSE,vsfc_reannotated
vsfc_00549_1,vsfc_00549,Những bài kiểm tra và đánh giá đầy thử thách trong chương trình đào tạo giúp tôi trở nên chuyên nghiệp hơn.,formal,ASSESSMENT#Grading,ASSESSMENT,Grading,9,positive,2,FALSE,positive,,0.96,FALSE,vsfc_reannotated
vsfc_00550_0,vsfc_00550,Giáo viên này thường xuyên nhắc nhở và mệt mỏi các sinh viên.,formal,LECTURER#Teaching_Skill,LECTURER,Teaching_Skill,0,negative,0,FALSE,negative,,0.96,FALSE,vsfc_reannotated
vsfc_00551_0,vsfc_00551,Tôi rất hài lòng với các phòng học được bố trí rất khoa học và dễ sử dụng.,formal,FACILITIES#Classroom,FACILITIES,Classroom,11,positive,2,FALSE,positive,,0.95,FALSE,vsfc_reannotated
vsfc_00552_0,vsfc_00552,Cô ấy rất năng động và thân thiện đối với mọi người trong lớp.,colloquial,LECTURER#Behavior,LECTURER,Behavior,3,positive,2,FALSE,positive,,0.95,FALSE,vsfc_reannotated
vsfc_00553_0,vsfc_00553,Rất khó học và không may mắn vì có giảng viên này,formal,LECTURER#Teaching_Skill,LECTURER,Teaching_Skill,0,negative,0,FALSE,negative,,0.94,FALSE,vsfc_reannotated
vsfc_00554_0,vsfc_00554,"Khu vực sinh hoạt của sinh viên được trang bị máy lạnh và máy nóng lạnh, giúp cho sinh viên có thể sinh hoạt tiện nghi hơn.",formal,FACILITIES#Classroom,FACILITIES,Classroom,11,positive,2,FALSE,positive,,0.95,FALSE,vsfc_reannotated
vsfc_00555_0,vsfc_00555,Anh ấy là một người giỏi về công nghệ và có khả năng giải quyết vấn đề kỹ thuật.,formal,LECTURER#Knowledge,LECTURER,Knowledge,1,positive,2,FALSE,positive,,0.8,FALSE,vsfc_reannotated
vsfc_00556_0,vsfc_00556,"Bạn của tôi là một người hăng say và kiên trì, luôn cố gắng hết sức để đạt được mục tiêu của mình.",colloquial,OTHERS#General,OTHERS,General,13,positive,2,FALSE,positive,,0.6,FALSE,vsfc_reannotated
vsfc_00557_0,vsfc_00557,"Giáo trình quá nhiều, tôi không thể giữ kỷ lưỡng với những gì trình bày.",formal,COURSE#Materials,COURSE,Materials,6,negative,0,FALSE,negative,,0.9,FALSE,vsfc_reannotated
vsfc_00558_0,vsfc_00558,The university's facilities are impressive and satisfy students' needs.,formal,FACILITIES#Classroom,FACILITIES,Classroom,11,positive,2,FALSE,positive,,0.8,FALSE,vsfc_reannotated
vsfc_00559_0,vsfc_00559,Tôi xin cảm ơn thầy/cô vì đã là người đồng hành và ảnh hưởng đến cuộc đời của tôi.,colloquial,LECTURER#Behavior,LECTURER,Behavior,3,positive,2,FALSE,positive,,0.9,FALSE,vsfc_reannotated
vsfc_00560_0,vsfc_00560,"Chương trình học đưa tâm lý học và phát triển cá nhân vào bản thân của sinh viên, giúp tôi trở thành một người tốt hơn trong cuộc sống.",formal,COURSE#Curriculum,COURSE,Curriculum,5,positive,2,FALSE,positive,,0.8,FALSE,vsfc_reannotated
vsfc_00561_0,vsfc_00561,Cô bạn là người rất thủy chung và có sự tận tâm đến công việc của mình.,colloquial,LECTURER#Behavior,LECTURER,Behavior,3,positive,2,FALSE,positive,,0.9,FALSE,vsfc_reannotated
vsfc_00562_0,vsfc_00562,Thời gian và địa điểm học tập không phù hợp cho một số sinh viên.,formal,FACILITIES#Classroom,FACILITIES,Classroom,11,negative,0,FALSE,negative,,0.7,FALSE,vsfc_reannotated
vsfc_00563_0,vsfc_00563,Học sinh đang trong quá trình học của mình nhưng giảng viên không quan tâm đến điều đó,colloquial,LECTURER#Support,LECTURER,Support,4,negative,0,FALSE,negative,,0.8,FALSE,vsfc_reannotated
vsfc_00564_0,vsfc_00564,Anh bạn luôn xét đến tầm nhìn và lợi ích của đội nhóm trong công việc.,colloquial,LECTURER#Behavior,LECTURER,Behavior,3,positive,2,FALSE,positive,,0.85,FALSE,vsfc_reannotated
vsfc_00565_0,vsfc_00565,Anh bạn cùng lớp rất hòa đồng và dễ gần.,colloquial,OTHERS#General,OTHERS,General,13,positive,2,FALSE,positive,,0.8,FALSE,vsfc_reannotated
vsfc_00566_0,vsfc_00566,Cần đẩy mạnh hơn việc phát triển các khoa học công nghệ tiên tiến.,formal,COURSE#Curriculum,COURSE,Curriculum,5,negative,0,FALSE,negative,,0.9,FALSE,vsfc_reannotated
vsfc_00567_0,vsfc_00567,Số lượng giáo viên nước ngoài được giảng dạy trong chương trình đào tạo là rất ít.,formal,LECTURER#Experience,LECTURER,Experience,2,negative,0,FALSE,negative,,0.85,FALSE,vsfc_reannotated
vsfc_00568_0,vsfc_00568,Họ khá cởi mở trong giảng dạy.,formal,LECTURER#Teaching_Skill,LECTURER,Teaching_Skill,0,positive,2,FALSE,positive,,0.95,FALSE,vsfc_reannotated
vsfc_00569_0,vsfc_00569,Đại học này không có đủ phòng học để tổ chức các buổi học.,formal,FACILITIES#Classroom,FACILITIES,Classroom,11,negative,0,FALSE,negative,,0.9,FALSE,vsfc_reannotated
vsfc_00570_0,vsfc_00570,"Khuôn viên trường rất an ninh, giúp cho sinh viên có thể học tập và sinh hoạt yên tâm.",formal,OTHERS#General,OTHERS,General,13,positive,2,FALSE,positive,,0.95,FALSE,vsfc_reannotated
vsfc_00571_0,vsfc_00571,The university provides shuttle services for students.,formal,OTHERS#General,OTHERS,General,13,neutral,1,FALSE,neutral,,0.9,FALSE,vsfc_reannotated
vsfc_00572_0,vsfc_00572,Điểm chuẩn cao,formal,OTHERS#General,OTHERS,General,13,neutral,1,FALSE,neutral,,0.85,FALSE,vsfc_reannotated
vsfc_00573_0,vsfc_00573,Cô bạn này là người rất đáng tin cậy và tận tụy.,colloquial,LECTURER#Behavior,LECTURER,Behavior,3,positive,2,FALSE,positive,,0.95,FALSE,vsfc_reannotated
vsfc_00574_0,vsfc_00574,"Giảng viên rất giỏi, kiến thức sâu rộng và giảng dạy hiệu quả.",formal,LECTURER#Knowledge,LECTURER,Knowledge,1,positive,2,FALSE,positive,,0.98,FALSE,vsfc_reannotated
vsfc_00574_1,vsfc_00574,"Giảng viên rất giỏi, kiến thức sâu rộng và giảng dạy hiệu quả.",formal,LECTURER#Teaching_Skill,LECTURER,Teaching_Skill,0,positive,2,FALSE,positive,,0.98,FALSE,vsfc_reannotated
vsfc_00575_0,vsfc_00575,Tôi thấy chương trình học của trường rất hiện đại và đáp ứng được yêu cầu của thị trường lao động.,formal,COURSE#Curriculum,COURSE,Curriculum,5,positive,2,FALSE,positive,,1,FALSE,vsfc_reannotated
vsfc_00576_0,vsfc_00576,Họ rất tự tin và tự chủ trong suy nghĩ và hành động.,formal,LECTURER#Behavior,LECTURER,Behavior,3,positive,2,FALSE,positive,,0.95,FALSE,vsfc_reannotated
vsfc_00577_0,vsfc_00577,"Chị ấy là một người tiên phong, luôn luôn cố gắng mới mẻ và sáng tạo trong công việc.",formal,LECTURER#Teaching_Skill,LECTURER,Teaching_Skill,0,positive,2,FALSE,positive,,0.95,FALSE,vsfc_reannotated
vsfc_00578_0,vsfc_00578,Chương trình đào tạo giúp tôi trang bị những kỹ năng mềm cần thiết để thành công trong tương lai.,formal,COURSE#Curriculum,COURSE,Curriculum,5,positive,2,FALSE,positive,,1,FALSE,vsfc_reannotated
vsfc_00579_0,vsfc_00579,"Giáo trình được viết tốt và dễ hiểu, giúp tôi tiêu thụ thông tin nhanh hơn và hiệu quả hơn.",formal,COURSE#Materials,COURSE,Materials,6,positive,2,FALSE,positive,,1,FALSE,vsfc_reannotated
vsfc_00580_0,vsfc_00580,Họ là một người rất ưu ái và sẵn sàng giúp đỡ người khác.,formal,LECTURER#Support,LECTURER,Support,4,positive,2,FALSE,positive,,0.95,FALSE,vsfc_reannotated
vsfc_00581_0,vsfc_00581,Nhà vệ sinh tại trường được bảo trì và vệ sinh định kỳ.,formal,FACILITIES#Classroom,FACILITIES,Classroom,11,positive,2,FALSE,positive,,0.9,FALSE,vsfc_reannotated
vsfc_00582_0,vsfc_00582,Các khu vực tiếp khách của trường được bố trí thông thoáng và chuyên nghiệp.,formal,FACILITIES#Classroom,FACILITIES,Classroom,11,positive,2,FALSE,positive,,0.9,FALSE,vsfc_reannotated
vsfc_00583_0,vsfc_00583,"Bạn của tôi luôn chăm sóc tốt nhất mọi người xung quanh, làm cho tất cả mọi người cảm thấy được quan tâm và yêu thương.",colloquial,LECTURER#Behavior,LECTURER,Behavior,3,positive,2,FALSE,positive,,0.85,FALSE,vsfc_reannotated
vsfc_00584_0,vsfc_00584,Thiếu sự đồng cảm và gần gũi giữa giảng viên và sinh viên.,formal,LECTURER#Behavior,LECTURER,Behavior,3,negative,0,FALSE,negative,,0.95,FALSE,vsfc_reannotated
vsfc_00585_0,vsfc_00585,"Nhờ có thầy/cô, tôi đã phát triển kỹ năng và kiến thức chuyên môn của mình.",colloquial,LECTURER#Teaching_Skill,LECTURER,Teaching_Skill,0,positive,2,FALSE,positive,,0.96,FALSE,vsfc_reannotated
vsfc_00585_1,vsfc_00585,"Nhờ có thầy/cô, tôi đã phát triển kỹ năng và kiến thức chuyên môn của mình.",colloquial,LECTURER#Knowledge,LECTURER,Knowledge,1,positive,2,FALSE,positive,,0.96,FALSE,vsfc_reannotated
vsfc_00586_0,vsfc_00586,The curriculum provides a breadth of knowledge and skills that can be applied in numerous industries.,formal,COURSE#Curriculum,COURSE,Curriculum,5,positive,2,FALSE,positive,,0.94,FALSE,vsfc_reannotated
vsfc_00587_0,vsfc_00587,Em cảm thấy rất ấn tượng với bạn này vì luôn có câu trả lời chính xác.,colloquial,LECTURER#Knowledge,LECTURER,Knowledge,1,positive,2,FALSE,positive,,0.92,FALSE,vsfc_reannotated
vsfc_00588_0,vsfc_00588,Anh ấy có thể hơi đắt đỏ và khó tính trong một số tình huống.,colloquial,OTHERS#General,OTHERS,General,13,negative,0,FALSE,negative,,0.9,FALSE,vsfc_reannotated
vsfc_00589_0,vsfc_00589,Công nghệ và trang thiết bị của đại học tốt hơn so với nhiều trường khác.,formal,FACILITIES#Classroom,FACILITIES,Classroom,11,positive,2,FALSE,positive,,0.95,FALSE,vsfc_reannotated
vsfc_00590_0,vsfc_00590,Cô bạn đồng học này rất lắng nghe và quan tâm đến những người xung quanh.,colloquial,OTHERS#General,OTHERS,General,13,positive,2,FALSE,positive,,0.96,FALSE,vsfc_reannotated
vsfc_00591_0,vsfc_00591,Những môn học được lựa chọn rất có ích cho sinh viên.,formal,OTHERS#General,OTHERS,General,13,positive,2,FALSE,positive,,0.95,FALSE,vsfc_reannotated
vsfc_00592_0,vsfc_00592,Bạn tôi là một người rất tinh thần đồng đội và luôn giúp đỡ những người khác.,colloquial,OTHERS#General,OTHERS,General,13,positive,2,FALSE,positive,,0.96,FALSE,vsfc_reannotated
